,cosTBz,R2,chiProb,Ks_distChi,m_KSpipi,Mbc,isSignal
126,0.5018692,0.2849145,0.6721827,244.80064,1.2375097,5.281589,1.0
127,0.39978215,0.38323534,0.8300863,0.51889515,2.8053997,5.283262,0.0
128,0.53751916,0.11785643,0.912238,292.18463,1.6744086,5.2825375,1.0
129,0.7129739,0.29530162,0.42219615,1.8525325,3.2588513,5.2642035,0.0
130,0.67181516,0.1093514,0.38368183,174.54411,3.7186131,5.28151,1.0
131,0.49795738,0.3165777,0.8624049,0.15273918,3.151352,5.273878,0.0
132,0.61180854,0.13606125,0.0002759039,162.10178,1.7953405,5.2769065,1.0
133,0.8268444,0.18511365,0.95934063,284.6666,1.1824721,5.282678,1.0
134,0.21174107,0.19760062,0.19918498,39.78986,1.5195725,5.284044,1.0
135,0.72546196,0.27329636,1.0495288e-17,63.54828,1.924786,5.263974,0.0
136,0.08223249,0.19242218,0.8255379,103.91728,1.8379704,5.2803125,1.0
137,0.44535103,0.33983108,0.124547146,0.7288119,2.6200135,5.284388,0.0
138,0.6064758,0.111091204,0.78918666,40.600964,1.8301638,5.2758985,1.0
139,0.65419674,0.26978004,0.0393603,3.7690992,1.2940434,5.277414,1.0
140,0.10457797,0.3448392,0.10812739,1.2747054,3.0883808,5.265243,0.0
141,0.30233708,0.19865501,0.030698892,546.2099,1.747598,5.288152,1.0
142,0.8608764,0.27346495,0.97879386,1033.939,3.9109294,5.2851276,0.0
143,0.38079304,0.24344842,0.5151183,386.7853,1.2563529,5.278138,1.0
144,0.28105468,0.2612778,0.8633776,44.935474,1.2882497,5.2758193,1.0
145,0.11420276,0.38130707,0.0,191.05379,2.6575575,5.280411,0.0
146,0.5338742,0.31704333,0.7573474,0.33163682,2.6043634,5.285959,0.0
147,0.42161793,0.23504859,0.045632027,154.99467,1.2925903,5.2807555,1.0
148,0.003356202,0.2367857,0.009014006,1.0078576,3.4155302,5.2653313,0.0
149,0.55692637,0.3422417,0.0038232135,1.537704,2.2529733,5.2616186,0.0
150,0.60109055,0.15829262,0.4618453,248.22527,2.1132855,5.2773666,1.0
151,0.83192086,0.37254894,0.0003800817,1.6497015,2.850505,5.267445,0.0
152,0.49322233,0.2252055,0.30980828,179.17198,2.6042085,5.2639484,0.0
153,0.2901968,0.10106409,0.69469345,243.41081,1.2299484,5.2819877,1.0
154,0.6463657,0.27742937,0.00020801424,56.282104,2.0665996,5.28253,1.0
155,0.21518026,0.38265944,0.0,0.46962982,3.2642455,5.260364,0.0
156,0.34127384,0.21480136,0.0,1.5879624,3.6528416,5.2691007,0.0
157,0.67696905,0.26703188,0.19922748,2.320368,3.3035672,5.266528,0.0
158,0.006240937,0.42616034,0.47259206,151.47496,3.1818523,5.274588,0.0
159,0.433706,0.37263435,0.018184273,1.6405413,3.085288,5.262376,0.0
160,0.21947797,0.13577639,0.0047995904,1.1632022,2.5388975,5.284374,0.0
161,0.4270636,0.203816,0.8409661,407.44202,1.4988867,5.279515,1.0
162,0.37501752,0.25062683,3.9335077e-18,769.4865,1.1356952,5.285049,1.0
163,0.49461526,0.17657492,0.29101622,83.93558,1.3766651,5.2815433,1.0
164,0.8666298,0.23721416,0.7774203,15.001442,1.9094138,5.2817135,1.0
165,0.6584076,0.23291753,0.7782972,34.272285,1.6435871,5.27449,1.0
166,0.13829675,0.18997076,0.3249291,177.6848,3.040099,5.2645206,0.0
167,0.41727227,0.32418096,0.97985744,556.7232,3.8434548,5.280937,1.0
168,0.4219456,0.33955327,0.0,1.9739091,3.8594706,5.2681346,0.0
169,0.52314717,0.17955193,0.07290399,269.46472,1.2763546,5.2815266,1.0
170,0.42786583,0.31996855,0.055327494,5.701954,3.7614603,5.282434,0.0
171,0.7683338,0.37822282,0.57638735,1.0721828,3.485621,5.2675757,0.0
172,0.08276938,0.25139463,0.63144976,0.76872164,2.5488727,5.2677107,0.0
173,0.3254235,0.41059452,3.125791e-06,77.48415,1.7308633,5.27747,1.0
174,0.38937876,0.20580037,0.34796163,49.509033,1.7093372,5.281598,1.0
175,0.053295225,0.3235229,1.02671636e-16,372.97385,3.4679747,5.287287,0.0
176,0.6062462,0.14274293,1.0004314e-07,232.34566,2.360277,5.2837443,0.0
177,0.6781794,0.2411873,0.3647253,244.87288,1.8311579,5.279862,1.0
178,0.55882686,0.33487186,0.77475435,0.3925861,1.5449795,5.2664123,0.0
179,0.6392006,0.23075517,0.00049022655,1.0687709,3.7195134,5.2734914,0.0
180,0.24323656,0.25401115,5.1782256e-19,14.726524,1.3791908,5.278365,1.0
181,0.709929,0.2018551,0.58984053,295.46387,1.5651301,5.277516,1.0
182,0.38114655,0.17423661,0.3763019,0.9862291,2.418485,5.275306,0.0
183,0.17381021,0.3044311,0.78874266,184.44,1.2299742,5.2730436,1.0
184,0.37764686,0.2532272,0.040099416,323.9145,1.786728,5.2737594,1.0
185,0.20260786,0.2749768,0.052123968,152.26277,1.2808235,5.283447,1.0
186,0.1250613,0.36490744,0.43644422,555.384,2.0066576,5.2750764,0.0
187,0.26414198,0.26825544,0.87445056,648.0762,3.325056,5.2620525,0.0
188,0.51433593,0.2641053,0.05531098,119.91578,3.5891154,5.2746043,0.0
189,0.4235225,0.3466916,0.0,1.002093,3.5892646,5.283365,0.0
190,0.5182201,0.4634859,1.1453708e-17,280.73862,1.9853367,5.26274,0.0
191,0.7960101,0.22496383,0.8877624,307.2737,1.2514026,5.282328,1.0
192,0.75282633,0.12788378,0.27915782,8.406948,3.7458358,5.281267,1.0
193,0.1866083,0.32934356,0.9880038,756.2221,1.1160613,5.278809,1.0
194,0.50507873,0.127881,0.493871,838.83527,3.5773952,5.2804384,1.0
195,0.23684269,0.26727307,0.02516244,344.36423,1.1620824,5.2781925,1.0
196,0.10815811,0.40227643,0.0,39.6263,2.4182477,5.2629066,0.0
197,0.62101436,0.34155965,0.80184937,1.8650726,2.678079,5.2682443,0.0
198,0.3366372,0.25656247,0.5090073,652.2127,2.1023545,5.2805905,1.0
199,0.72364396,0.21268058,0.40165374,329.78806,1.8616718,5.276944,1.0
200,0.0043565463,0.21678825,0.5876321,66.0648,1.4159487,5.281145,1.0
201,0.26737761,0.25933677,0.27517805,68.6107,1.189681,5.280336,1.0
202,0.21014783,0.18350835,0.6507428,91.30481,1.2558467,5.279298,1.0
203,0.38270184,0.18688668,0.6789162,0.36923128,2.2194743,5.2755113,0.0
204,0.39020377,0.37634873,0.50338745,357.90582,3.4546106,5.283108,0.0
205,0.68460107,0.10451866,0.19426078,728.0263,1.5322685,5.2816157,1.0
206,0.2475338,0.13286678,0.38638827,849.3601,1.7468282,5.2788386,1.0
207,0.4393443,0.15312727,0.062116355,80.61841,1.7357339,5.284278,1.0
208,0.57810205,0.2811877,3.521993e-06,0.66836226,3.486408,5.2690387,0.0
209,0.030536043,0.45952561,0.3959123,84.78844,2.9668667,5.2627754,0.0
210,0.37257808,0.3657949,2.99635e-24,330.18192,3.3084176,5.277526,0.0
211,0.7693792,0.24127965,0.9994498,18.503216,1.1999549,5.277806,1.0
212,0.13182104,0.33571276,0.9007051,0.8490411,3.775168,5.273281,0.0
213,0.4150024,0.14624077,0.3627957,0.8163728,3.6902752,5.265478,0.0
214,0.5511886,0.33189315,0.7877629,464.0329,3.8737383,5.281889,0.0
215,0.7788915,0.16213942,0.30257526,215.88693,2.5789351,5.279715,1.0
216,0.62254465,0.30390513,0.76946753,1.0403956,2.430985,5.2734175,0.0
217,0.24579544,0.18913192,7.0154047e-09,111.46377,2.2580898,5.2682176,0.0
218,0.59736484,0.24413103,0.0,80.67577,2.9865997,5.276539,0.0
219,0.23122087,0.3689378,0.80319756,82.49484,1.173823,5.2836227,1.0
220,0.6433564,0.37410223,2.787578e-05,0.9594731,2.9741359,5.272835,0.0
221,0.016908193,0.23758392,0.066209294,112.36232,1.448153,5.280104,1.0
222,0.036611073,0.26204437,0.51778126,364.9297,2.098354,5.282436,1.0
223,0.8643871,0.1675055,0.13636312,329.4033,1.9257312,5.2825317,1.0
224,0.33559576,0.4587171,5.629302e-12,177.1485,2.7281995,5.2698736,0.0
225,0.26762128,0.09894154,1.9478101e-11,2.6722581,3.091206,5.269299,0.0
226,0.94603467,0.34999523,0.9259206,0.7573936,2.0617845,5.275318,0.0
227,0.19126873,0.102172956,0.03627007,3.6213143,2.9350226,5.2788935,0.0
228,0.14579478,0.20113623,1.3255252e-13,486.21225,1.369449,5.2798443,1.0
229,0.24059694,0.40032437,0.67472297,4.0944057,1.1999928,5.2799854,1.0
230,0.113754444,0.34206167,0.8420648,843.6425,1.3038018,5.281258,1.0
231,0.14684123,0.22704232,0.3292604,50.46477,3.1265104,5.2831955,0.0
232,0.7758117,0.19300658,0.60462564,0.91467637,3.7051625,5.2620716,0.0
233,0.68999964,0.19908069,0.20670956,391.1464,1.1625588,5.2810855,1.0
234,0.123725,0.08055946,0.27736372,236.37431,2.255259,5.279114,1.0
235,0.6358505,0.16811958,0.8964205,1.9382014,2.7757726,5.2745557,0.0
236,0.60876757,0.21370775,0.850387,27.143042,1.1694869,5.2820683,1.0
237,0.71030104,0.19842355,0.9692174,0.5450221,3.2104292,5.2875204,0.0
238,0.07997832,0.19256082,0.13022777,1.5066113,1.8322583,5.2845006,0.0
239,0.68696785,0.39806658,0.9697374,1.9355857,3.7129827,5.2832665,0.0
240,0.8392985,0.244819,0.74730045,146.10542,1.718754,5.280145,1.0
241,0.10014574,0.2621415,0.78191704,96.039894,3.763116,5.2641068,0.0
242,0.21760541,0.33709762,0.021644484,1.763494,3.4613996,5.2641053,0.0
243,0.28353325,0.20939483,0.57191044,131.12941,1.4544988,5.279526,1.0
244,0.8475645,0.4025739,0.003277826,66.44373,2.700971,5.2738,0.0
245,0.5386541,0.26063678,0.74169993,179.9591,1.8838283,5.2843113,1.0
246,0.8559254,0.28508228,2.2389375e-10,1.249048,2.961118,5.262872,0.0
247,0.31719396,0.28336295,0.00791827,434.09866,1.9672296,5.275765,1.0
248,0.3733318,0.31637672,0.42021176,232.31711,3.4183226,5.270445,0.0
249,0.70257175,0.33800453,0.0,1.815053,2.7116868,5.2845273,0.0
250,0.60610795,0.2330823,0.49177542,244.34796,1.3396236,5.271654,1.0
251,0.6597309,0.24583313,0.00063588313,69.22981,2.2374704,5.2684503,0.0
252,0.002411876,0.2333179,0.824588,207.009,1.8035178,5.2804604,1.0
253,0.39883175,0.23785053,0.0,20.640743,1.6123942,5.2645493,0.0
254,0.27738935,0.31155825,9.755486e-25,2.3550687,3.6795971,5.284286,0.0
255,0.44675013,0.2659123,3.7361606e-06,3.693974,2.9949205,5.2744966,0.0
256,0.8774898,0.38770777,0.9538593,1.2681854,1.6156973,5.2849503,0.0
257,0.13130572,0.29215118,1.9000021e-08,4.304131,2.0558937,5.2721057,0.0
258,0.09516865,0.14265987,0.18764442,0.53717494,3.1654575,5.260428,0.0
259,0.72737336,0.27828118,0.5214106,416.9079,1.7047637,5.275187,1.0
260,0.3945953,0.368355,0.9020383,0.9420784,3.113391,5.288616,0.0
261,0.54314893,0.27243933,0.19368324,385.53888,1.5539541,5.2835264,1.0
262,0.15452765,0.28994608,0.16080497,2.462329,2.2132602,5.277585,0.0
263,0.16225779,0.32958567,0.0037796337,4.338773,3.0680792,5.277454,0.0
264,0.33051366,0.2634372,2.971077e-28,2.630513,3.5265155,5.275396,0.0
265,0.16818973,0.33722475,0.27912298,277.4245,1.3416561,5.2747254,1.0
266,0.38139865,0.30875134,0.99558526,0.9639643,2.8314013,5.285227,0.0
267,0.60725236,0.24252793,0.9185271,348.52448,1.3801173,5.28026,0.0
268,0.5253024,0.28647533,0.98119235,0.84876144,3.4458878,5.287593,0.0
269,0.65815955,0.29199603,1.9219178e-06,1.2058098,2.9013443,5.2798347,0.0
270,0.78475153,0.3118837,0.29745555,1.0191567,3.6535838,5.2698684,0.0
271,0.12538585,0.31492972,0.0,1.4786913,1.9634567,5.27384,0.0
272,0.27749705,0.1443387,0.50223964,130.05165,1.4624842,5.2774134,1.0
273,0.26976866,0.07831781,0.0,3.721914,1.8577533,5.28909,0.0
274,0.7403281,0.37861964,0.10392467,1.771114,3.4459507,5.273276,0.0
275,0.40017182,0.14493218,0.31906855,60.077343,1.2639543,5.275986,1.0
276,0.6410373,0.30185324,0.02144166,1.8505679,3.4548788,5.282372,0.0
277,0.71698505,0.28543097,0.6885497,90.25136,1.2822145,5.282013,1.0
278,0.69500184,0.19998203,0.90947866,6.3402333,1.2637018,5.2811036,1.0
279,0.05849733,0.24988918,0.9766126,1.1229208,1.9447951,5.274884,0.0
280,0.22993983,0.17999949,0.55512077,6.6454577,1.7048377,5.2806945,1.0
281,0.26148534,0.25599733,0.6786862,461.27487,1.2914405,5.277866,1.0
282,0.70547116,0.16974853,0.47601998,847.2883,1.8069903,5.281544,1.0
283,0.21215533,0.22377795,0.90319926,0.62268263,2.930466,5.2678356,0.0
284,0.69192886,0.27288616,0.040305242,455.63904,1.301327,5.278429,1.0
285,0.5041174,0.22054711,9.2101453e-07,226.03465,1.6764036,5.282717,1.0
286,0.9075877,0.25364023,0.1560465,0.7434573,3.8232508,5.274262,0.0
287,0.018422646,0.16867374,0.1158209,258.20053,1.3281332,5.2822447,1.0
288,0.18900947,0.08828551,5.893601e-05,489.99677,1.1989746,5.2745423,1.0
289,0.6181988,0.13168687,0.6339252,140.63203,1.5917084,5.2802434,1.0
290,0.69369715,0.32698467,0.004690537,375.79352,1.5737934,5.2797914,1.0
291,0.36789298,0.29183906,0.91351426,742.57654,1.3006047,5.2768555,1.0
292,0.27765945,0.25798884,0.7653406,139.11163,1.1996936,5.283514,1.0
293,0.07827783,0.21749267,0.37660056,1.5131543,3.6246555,5.2651486,0.0
294,0.5711917,0.28220513,0.27371058,196.61063,1.6884646,5.2734885,1.0
295,0.2449876,0.32790074,0.8988725,0.7084069,1.8972367,5.264159,0.0
296,0.12599951,0.09937595,0.97648025,229.42201,2.0483768,5.276707,1.0
297,0.66614723,0.39952427,0.98870677,0.21273781,3.4461462,5.268098,0.0
298,0.40112796,0.30369794,0.30100074,117.92195,2.567211,5.276774,1.0
299,0.114668414,0.055428594,0.8309916,1134.9381,3.1815994,5.2804885,1.0
300,0.2156998,0.12387553,9.246703e-08,641.8043,1.4822309,5.275967,1.0
301,0.24961208,0.35098204,0.0,25.863071,1.331951,5.282306,1.0
302,0.17435919,0.4080375,0.0,1.1366855,3.064059,5.2753572,0.0
303,0.83533573,0.2593165,0.9650725,1.078744,2.5542457,5.279471,0.0
304,0.6894341,0.12451489,0.6139761,2.9644186,3.3704271,5.279272,0.0
305,0.50083405,0.294612,0.23110007,342.89603,3.3145368,5.26396,0.0
306,0.102743134,0.26227245,0.18389793,95.549,1.4226744,5.282086,1.0
307,0.011770271,0.24046998,0.77481055,258.64108,1.4871327,5.2773786,1.0
308,0.21240099,0.360047,0.7937639,0.9950402,2.395147,5.262734,0.0
309,0.62011826,0.29614052,0.55084455,425.28204,2.191351,5.276365,1.0
310,0.5230363,0.17642923,0.002893913,293.302,1.4570007,5.274866,1.0
311,0.5301036,0.30924657,9.483803e-15,0.8776953,2.868886,5.2792654,0.0
312,0.18070567,0.20618385,2.1793583e-07,219.44629,1.3597571,5.2819724,1.0
313,0.14711379,0.34543484,0.49696225,58.068073,1.5893761,5.2791476,1.0
314,0.26169804,0.25005978,0.0,0.635238,3.168829,5.281545,0.0
315,0.62835896,0.22650662,0.2783743,2.8721626,1.8111246,5.2849126,1.0
316,0.48134038,0.18015666,0.32943878,64.37526,1.240127,5.27777,1.0
317,0.48462614,0.08977405,-1.0,0.6538964,3.8743513,5.2837334,0.0
318,0.27460372,0.29405436,0.0,5.9542556,1.9734572,5.285264,0.0
319,0.33680177,0.07430281,0.47648454,1.1688877,4.082712,5.274643,0.0
320,0.3074622,0.36688668,0.023115372,1.244753,2.8922508,5.264679,0.0
321,0.62070704,0.2715369,0.93546724,422.25137,1.2279216,5.276677,1.0
322,0.09744922,0.33390546,0.0,2.6303592,3.5576735,5.261853,0.0
323,0.5573801,0.3207886,0.8833772,1.0122418,2.7620142,5.2824965,0.0
324,0.044891886,0.3098662,0.8957501,116.526474,1.324329,5.2770147,1.0
325,0.32107893,0.260746,0.030952241,2.0663865,3.4113023,5.2611923,0.0
326,0.68897074,0.2289171,0.31197035,137.29498,1.1453264,5.280868,1.0
327,0.21839848,0.15301481,0.93801904,172.44518,3.405342,5.26949,0.0
328,0.70198053,0.28078324,0.9855706,649.47314,1.7479144,5.2790203,1.0
329,0.8252612,0.40352884,0.20886715,139.9464,3.0212982,5.2683325,0.0
330,0.35472772,0.3680692,0.6007362,111.52745,1.223518,5.2829256,1.0
331,0.58125794,0.09916126,0.18105939,295.09335,1.2549812,5.2807426,1.0
332,0.15775967,0.2838274,0.9548958,0.8151299,2.5291803,5.2663574,0.0
333,0.17067778,0.32548997,0.5380424,330.43137,1.4411287,5.2797246,1.0
334,0.5285872,0.17769606,0.2484106,49.60677,1.8181355,5.2769594,1.0
335,0.1813346,0.32063666,0.65454954,1.7024004,3.0749633,5.2764435,0.0
336,0.7293825,0.39095753,1.7562283e-28,1.3502444,3.3117836,5.2745266,0.0
337,0.6502944,0.10672172,0.9769085,138.47151,1.8005581,5.2813115,1.0
338,0.44562802,0.26099315,0.17117545,0.42739484,2.6973321,5.262502,0.0
