,cosTBz,R2,chiProb,Ks_distChi,m_KSpipi,Mbc,isSignal
1437,0.121447645,0.329602,0.0,53.176056,3.4027562,5.2777834,0.0
1438,0.14909662,0.28408077,0.9571265,0.6472863,3.4975183,5.277796,0.0
1439,0.14326008,0.26317117,0.47571144,192.03441,1.8574256,5.2850814,1.0
1440,0.17129877,0.3157994,0.39059123,0.48901218,3.382752,5.2737026,0.0
1441,0.22895527,0.38270676,0.0,7.740631,3.0507622,5.2774343,0.0
1442,0.031201083,0.27467093,0.68635875,872.42645,1.3817049,5.2781267,1.0
1443,0.75870866,0.1991959,0.42205456,132.40681,1.8576444,5.2796082,1.0
1444,0.3855406,0.27602747,0.06794516,128.07999,1.3256795,5.274159,1.0
1445,0.69592017,0.21200958,0.6447385,368.88657,1.6106715,5.2698746,1.0
1446,0.17055699,0.15016706,0.2657726,11.905806,1.313786,5.273379,1.0
1447,0.3549272,0.44628584,0.0,88.94869,3.2359536,5.2890167,0.0
1448,0.8805608,0.36926645,3.3089382e-08,1.8499799,2.941726,5.26551,0.0
1449,0.43659052,0.11682134,0.8661614,25.302673,3.1833732,5.280497,1.0
1450,0.84542567,0.23535365,0.6453005,557.50665,3.518749,5.2638235,0.0
1451,0.7084724,0.32094964,0.6235167,0.39779407,2.2393303,5.286798,0.0
1452,0.7197688,0.26310238,0.013239946,95.10085,1.3162093,5.283508,1.0
1453,0.57702297,0.42341506,0.47682914,224.61887,3.6756268,5.264704,0.0
1454,0.81342363,0.29198787,0.272362,1.6871983,3.7554762,5.2658763,0.0
1455,0.6607205,0.12691486,0.8092166,328.76343,1.2150087,5.274795,1.0
1456,0.5537482,0.89999145,0.0050066253,15.144919,1.5705353,5.2812147,1.0
1457,0.026381304,0.26115534,0.06983585,658.44073,1.6919042,5.280024,1.0
1458,0.05438539,0.2241169,2.072048e-24,0.68582314,2.9787989,5.261412,0.0
1459,0.34908724,0.46944723,0.0,2.922059,1.5405831,5.2819133,0.0
1460,0.028862337,0.2914802,0.8557587,0.8462986,2.3481126,5.2664104,0.0
1461,0.091827065,0.18688421,0.650473,0.7179426,2.3204293,5.263277,0.0
1462,0.92628163,0.24559657,0.040459003,62.713146,2.2498357,5.2873416,0.0
1463,0.13242972,0.2984687,0.9185376,50.510017,1.6705573,5.2803845,1.0
1464,0.40426463,0.25540853,9.823538e-06,5.728113,2.9299314,5.2766623,0.0
1465,0.712409,0.36075893,1.7248772e-21,0.3393331,3.3883636,5.2824545,0.0
1466,0.30630657,0.26366156,0.08682403,6.503227,1.5021753,5.2833295,1.0
1467,0.2100888,0.14591146,0.2875696,444.7393,2.2852252,5.2757683,1.0
1468,0.22808151,0.33945942,6.488428e-06,5.133709,3.5589004,5.2642484,0.0
1469,0.07738574,0.32925037,0.75385183,39.23063,2.530521,5.2743306,0.0
1470,0.4164262,0.16581833,0.0,6.8554997,1.9588425,5.2798367,0.0
1471,0.8750717,0.15406464,0.8851194,468.07504,2.3392663,5.275986,1.0
1472,0.34575364,0.29970804,0.66870946,21.483261,1.3485055,5.2821975,1.0
1473,0.25668553,0.3405157,1.6628194e-08,5.5090384,3.228489,5.274473,0.0
1474,0.15984263,0.35474685,0.05450564,2.653907,2.9975495,5.2678185,0.0
1475,0.5996371,0.30726278,3.22518e-22,10.646445,3.0108793,5.276268,0.0
1476,0.31124386,0.1941378,0.8949617,824.27203,1.287116,5.280761,1.0
1477,0.26342517,0.060585123,0.00075459824,34.334885,2.9833488,5.2684298,0.0
1478,0.517851,0.30550757,0.0025083278,49.600677,3.2373533,5.2862735,0.0
1479,0.17771505,0.22701764,0.0,115.52521,2.986643,5.2830453,0.0
1480,0.7511358,0.30447507,0.00018304322,82.996925,1.9084706,5.276989,1.0
1481,0.26168722,0.26123422,0.50420815,221.94833,1.3594501,5.2778063,1.0
1482,0.210692,0.21561743,0.9347828,72.528885,1.1250281,5.2769275,1.0
1483,0.121390015,0.34039786,0.2205416,111.44288,1.2620851,5.27342,1.0
1484,0.40321907,0.3503758,4.669285e-09,0.9861066,3.3094373,5.268864,0.0
1485,0.3197635,0.19796415,0.35458034,0.9554767,3.0174277,5.286157,0.0
1486,0.46103522,0.40039682,0.5917043,1.9681427,1.387007,5.2717657,0.0
1487,0.45914364,0.36202723,0.6505348,2.0434544,1.9892341,5.287881,0.0
1488,0.5953854,0.23625909,0.00951,1.6680918,2.8899477,5.272488,0.0
1489,0.29749382,0.3034537,0.23426332,1.7907511,2.9436586,5.263084,0.0
1490,0.27470225,0.26453143,0.7645534,0.5181515,3.2040803,5.267602,0.0
1491,0.83268374,0.27844143,2.6967853e-17,2.0439,3.3037336,5.2712107,0.0
1492,0.13991924,0.3574818,0.45381272,96.70147,1.4758692,5.282355,1.0
1493,0.7754534,0.2842291,0.40490648,51.197937,1.2615114,5.279089,1.0
1494,0.84021336,0.3976977,0.4125535,0.38628936,3.6300514,5.262953,0.0
1495,0.4461742,0.16998953,0.7153783,790.69885,1.3808962,5.280204,1.0
1496,0.533835,0.3233168,9.4621876e-32,3.03224,3.792608,5.2753425,0.0
1497,0.1026225,0.30899173,1.127498e-12,0.79005545,3.0870087,5.274017,0.0
1498,0.59123087,0.19044258,0.8816738,364.57846,2.6034458,5.277486,0.0
1499,0.2190624,0.16325358,2.098815e-21,211.40115,2.0772555,5.2748275,1.0
1500,0.003895034,0.26884365,0.9847491,138.84067,1.359389,5.2829423,1.0
1501,0.6804466,0.22102213,0.6804809,133.00183,3.5059323,5.2729225,0.0
1502,0.3235604,0.3120099,0.4718005,182.27777,1.2152668,5.2788773,1.0
1503,0.07533727,0.25243407,0.8278443,331.88678,1.5409529,5.2754393,1.0
1504,0.113798834,0.15147536,0.28534493,219.78645,3.783604,5.281477,0.0
1505,0.20292936,0.26569295,0.42427558,90.85562,1.290609,5.2819543,1.0
1506,0.1569214,0.21637489,0.34392333,2.0460353,1.4941548,5.267212,0.0
1507,0.82298005,0.29876456,0.00072017853,1.7320127,2.2863348,5.2683835,0.0
1508,0.23810162,0.19403669,0.26191312,1038.9467,2.170623,5.2763333,1.0
1509,0.41650993,0.2851093,0.843385,788.86755,1.1110494,5.281441,1.0
1510,0.5948007,0.35395914,0.019064846,30.681362,1.2468857,5.281047,1.0
1511,0.24364309,0.24160415,0.009396534,64.72582,1.4800298,5.2820854,1.0
1512,0.5183815,0.19394656,0.9851853,167.30493,1.1220448,5.2824636,1.0
1513,0.3758466,0.24794726,0.08426902,1.2629853,3.0873127,5.2682548,0.0
1514,0.39572138,0.29850388,0.48152217,748.8957,2.250461,5.2773676,1.0
1515,0.042125005,0.1351161,3.3468958e-10,9.45902,3.6440191,5.2820516,0.0
1516,0.63158137,0.1746076,0.75075495,48.568184,1.365855,5.279245,1.0
1517,0.114455745,0.34895462,0.12264209,61.86708,3.433661,5.2828965,0.0
1518,0.51217747,0.3108234,0.7172229,344.94708,1.3784695,5.276599,1.0
1519,0.60390407,0.2999674,0.94131804,368.04007,1.2331,5.281775,1.0
1520,0.5672842,0.29696324,0.93127805,159.90707,1.2774463,5.276603,1.0
1521,0.30874953,0.17838624,0.4721151,0.65007704,2.396614,5.2735724,0.0
1522,0.600957,0.2157423,0.19418964,0.9123335,3.3727248,5.263141,0.0
1523,0.75469023,0.23224269,1.7762769e-11,138.50107,2.138918,5.274676,1.0
1524,0.6291469,0.33355016,0.0037549962,9.7281,1.3959026,5.2797413,1.0
1525,0.2012108,0.10355799,0.6207097,74.82688,1.2603759,5.2843485,1.0
1526,0.18584497,0.21202585,0.00071922154,1.4840958,3.1248956,5.26404,0.0
1527,0.7945539,0.24028227,0.49443063,1.1840111,2.8284287,5.285795,0.0
1528,0.5971954,0.21537264,0.0,335.75592,3.6191308,5.2647924,0.0
1529,0.64015937,0.3380296,0.007897521,28.413767,3.9950178,5.264915,0.0
1530,0.7226792,0.41086772,0.3973139,149.43518,3.7720768,5.280678,1.0
1531,0.39051646,0.10355921,0.030600138,461.52454,3.0137887,5.2772446,0.0
1532,0.4610744,0.22062752,3.3084718e-10,4.400764,3.2977707,5.2853117,0.0
1533,0.44881418,0.14110282,0.08395114,33.032043,2.437991,5.2702413,0.0
1534,0.6156035,0.3817413,0.4105023,1.1777562,2.4335313,5.2750025,0.0
1535,0.043653887,0.3857445,0.06782023,1.0633924,3.5826006,5.260255,0.0
1536,0.14041318,0.23075533,0.0008751205,12.845199,1.4234835,5.281357,1.0
1537,0.30971786,0.14186235,0.80907786,921.77277,2.0998175,5.2782855,1.0
1538,0.13937652,0.21391918,0.0015224296,26.260426,2.0828764,5.281349,1.0
1539,0.6257831,0.09064502,0.8981245,112.64848,1.6559063,5.28232,1.0
1540,0.4034082,0.19104052,0.84337527,211.6153,1.2488836,5.280643,1.0
1541,0.66159326,0.20108303,0.70154005,1.1718494,3.8191574,5.2860594,0.0
1542,0.72555345,0.19511746,0.8479441,70.63519,2.0085053,5.2786994,1.0
1543,0.47077748,0.295049,0.80937403,251.91534,2.531899,5.2807417,1.0
1544,0.43692634,0.13809259,0.9113502,0.35586235,2.6398358,5.2624717,0.0
1545,0.0008369884,0.27822384,0.58016884,151.6854,1.9648044,5.2791276,1.0
1546,0.11599361,0.23728718,0.002612239,913.6296,1.5673794,5.2807865,1.0
1547,0.2652987,0.23089926,0.61221415,0.68120664,2.4887905,5.2603574,0.0
1548,0.41120118,0.29169747,0.0061233127,1.7906402,3.2088885,5.2645597,0.0
1549,0.33241656,0.18082188,0.45872706,82.53153,1.3863196,5.2819896,1.0
1550,0.031253617,0.13211913,0.3114935,828.6024,1.9741511,5.271981,1.0
1551,0.602176,0.28736204,0.13362725,1059.354,1.2766988,5.2789054,1.0
1552,0.37299436,0.19273134,0.0024380593,2.0132933,3.5905318,5.2637024,0.0
1553,0.24141186,0.3531629,0.5120903,1.3506125,2.0104382,5.272971,0.0
1554,0.43180022,0.24820837,0.7715213,43.822224,1.5197836,5.2800937,1.0
1555,0.07647279,0.34585026,0.95239633,369.89087,1.5474716,5.284205,1.0
1556,0.44381952,0.12812078,0.84737056,480.2778,1.724889,5.2780776,1.0
1557,0.0726923,0.19668646,0.0,81.61039,3.9078805,5.2792273,0.0
1558,0.4329534,0.30402398,0.88525754,430.1492,1.2231644,5.2850986,1.0
1559,0.34988555,0.34041148,0.5841686,1.2261287,3.49911,5.262843,0.0
1560,0.11815854,0.32910827,0.25211355,2.553945,3.364533,5.260927,0.0
1561,0.24194318,0.3054496,0.33022913,54.22909,1.1705389,5.2723126,1.0
1562,0.21824457,0.25427455,0.062069055,235.47029,1.6829623,5.281605,1.0
1563,0.6665386,0.37189654,0.81219894,18.214943,2.493032,5.2668014,0.0
1564,0.21520428,0.22266491,0.011001885,3.495405,3.7185018,5.2783346,0.0
1565,0.83874506,0.3167699,0.654248,1.4241843,2.8529286,5.286037,0.0
1566,0.10892663,0.24158376,0.34668717,3.878417,1.1978943,5.277594,1.0
1567,0.12032387,0.33874545,0.9779208,0.6661276,3.756227,5.26938,0.0
1568,0.6192834,0.2826455,0.17624812,2.0869498,3.2269506,5.2685165,0.0
1569,0.050776865,0.20931768,0.20101982,0.728452,1.2753723,5.283077,1.0
1570,0.1212094,0.29151377,0.3747536,2.186822,3.3847692,5.278024,0.0
1571,0.32682237,0.26372603,3.3823447e-38,0.86067677,3.2007458,5.2702155,0.0
1572,0.13655104,0.285261,0.32760826,2.4407752,3.4870229,5.28156,0.0
1573,0.13332301,0.26889804,0.7146741,3.24273,1.3820869,5.276487,1.0
1574,0.33055085,0.29731935,0.26824844,36.694664,3.4657314,5.271213,0.0
1575,0.5404933,0.1564877,0.8243204,150.40718,1.26089,5.2782445,1.0
1576,0.044512726,0.28920728,0.20452328,207.47134,2.9541326,5.2766724,1.0
1577,0.29061192,0.29067382,0.11434381,55.255127,1.3677896,5.2856226,1.0
1578,0.1587492,0.3099921,0.5437315,199.47392,1.3942821,5.2758,1.0
1579,0.42672694,0.2682805,5.9013923e-06,539.64105,3.3893933,5.285947,0.0
1580,0.10683152,0.047932543,0.12715712,112.973946,2.2503026,5.2798944,1.0
1581,0.5152421,0.20049903,5.947916e-18,7.8410087,3.4776359,5.2701387,0.0
1582,0.07643934,0.22929674,0.63718975,276.13293,2.104429,5.2799306,1.0
1583,0.17394224,0.24781105,0.70488775,91.0662,1.187477,5.27997,1.0
1584,0.7583938,0.3024986,0.0,2.2167501,4.0866013,5.274294,0.0
1585,0.5016115,0.23904985,0.766745,99.59215,1.5183028,5.277828,1.0
1586,0.6995727,0.13992758,2.359145e-05,40.34033,3.5546327,5.283325,1.0
1587,0.23087332,0.36499098,0.025130132,1.6614467,3.5201993,5.272587,0.0
1588,0.59309065,0.20762944,0.0050293566,1.5045459,3.9074197,5.2608876,0.0
1589,0.6634992,0.26523444,0.78108805,1.4702433,3.4233882,5.28083,0.0
1590,0.93718404,0.2422902,0.0,1.8094318,2.8326395,5.2700906,0.0
1591,0.8575231,0.33417964,3.719939e-14,2.1586752,2.505169,5.266288,0.0
1592,0.55071235,0.09910442,0.7979469,964.1995,1.7964635,5.266656,1.0
1593,0.7808867,0.39774817,0.015596823,208.34796,2.174331,5.278756,0.0
1594,0.86268836,0.22218664,0.13474782,1.6080434,3.8236089,5.2681413,0.0
1595,0.57787573,0.2174767,0.49006715,1114.3551,1.4929537,5.2798586,1.0
1596,0.050538935,0.27331683,0.107663155,323.15878,1.2863533,5.277741,1.0
1597,0.8131496,0.26115385,0.83769095,0.9787002,3.189248,5.285173,0.0
1598,0.7750857,0.2785896,0.61842823,106.10757,3.8105114,5.2736135,0.0
1599,0.6156918,0.34832588,0.094734296,1.2387627,2.9705493,5.283084,0.0
1600,0.16580929,0.3241432,0.05538148,2.0590498,2.3734086,5.2726345,0.0
1601,0.8423615,0.37114462,0.06900399,223.7271,1.3527519,5.2751775,1.0
1602,0.40797767,0.20319523,0.0,4.8807125,2.750646,5.282824,0.0
1603,0.19850288,0.15144272,0.75152576,334.5349,1.3616961,5.2724414,1.0
1604,0.046288673,0.19647227,0.585954,1.6823131,3.8649745,5.2812414,0.0
1605,0.8919472,0.37622902,0.86593795,0.6619445,3.1835196,5.2702756,0.0
1606,0.8197889,0.26244834,0.0,7.441193,2.312942,5.287386,0.0
1607,0.6040906,0.21173626,0.24057424,449.9789,1.180264,5.281367,1.0
1608,0.45626125,0.15499212,0.46678036,0.25052992,2.9708405,5.2627764,0.0
1609,0.90547395,0.28967363,0.44469148,1004.7898,3.7720466,5.2746468,0.0
1610,0.013696999,0.14232557,0.72799104,1.6300993,3.1302931,5.261077,0.0
1611,0.04753754,0.378575,0.8884521,0.93700606,3.005372,5.273967,0.0
1612,0.06808595,0.11261738,0.00043561467,61.40774,2.2475085,5.2768893,1.0
1613,0.8327219,0.35478267,2.0094689e-21,26.654299,2.903234,5.264487,0.0
1614,0.5884736,0.32944047,0.57230186,0.5223814,3.2004974,5.2768807,0.0
1615,0.7191933,0.3744937,0.64269793,0.81212646,2.4170783,5.2805953,0.0
1616,0.46413448,0.36227146,0.87338763,245.08258,1.4505601,5.278036,1.0
1617,0.25180972,0.27343717,0.05717093,494.97336,1.2972429,5.2833986,1.0
1618,0.21761206,0.20591004,0.41498345,77.62115,1.2873124,5.2782493,1.0
1619,0.6066398,0.24276228,0.0,120.78048,3.7676234,5.282351,0.0
1620,0.4091346,0.27846602,0.32403478,176.50389,1.5624278,5.279302,1.0
1621,0.37456787,0.32541415,1.6528405e-23,4.91185,3.2110252,5.2714458,0.0
1622,0.6939878,0.29348728,0.2901481,1.8586721,2.9484193,5.281716,0.0
1623,0.070897035,0.09690843,0.2980802,0.6197504,3.4240034,5.2749224,0.0
1624,0.19409467,0.09206762,0.14542189,0.55986303,3.2986014,5.278129,0.0
1625,0.661432,0.31023306,8.0562864e-07,159.93967,3.6708868,5.281332,0.0
1626,0.25578716,0.31776035,0.28301257,0.34805533,2.7477305,5.2845125,0.0
1627,0.67992425,0.24495217,0.0,2.6760273,2.4283755,5.2651315,0.0
1628,0.077747144,0.18095888,0.09717441,296.80487,1.6583363,5.2813888,1.0
1629,0.078949034,0.21542142,3.0633086e-17,331.90347,3.2511566,5.2747135,0.0
1630,0.7739926,0.12753418,0.26347485,67.802284,2.4549491,5.2816343,1.0
1631,0.6180691,0.22407262,1.7641719e-10,990.5254,1.8294232,5.277329,1.0
1632,0.55639833,0.27445295,0.66007,140.14671,2.8481052,5.269158,0.0
1633,0.61093134,0.15365767,0.6816395,154.92528,1.1367091,5.283203,1.0
1634,0.35709107,0.25387296,0.8478771,217.44742,1.7200013,5.2818365,1.0
1635,0.4937509,0.23436587,0.63189393,25.960476,3.4687452,5.2745123,1.0
1636,0.7050032,0.11596693,0.83436936,208.43356,3.0535614,5.266534,0.0
1637,0.79325,0.111353666,1.6405619e-12,148.2618,1.3569001,5.2775283,1.0
1638,0.4616914,0.14932199,0.7842372,629.3165,3.3464093,5.2794223,1.0
1639,0.65026575,0.28179678,0.7752938,1.3257874,3.6497636,5.2736826,0.0
1640,0.6670474,0.10487345,0.51270884,72.61419,1.2634147,5.278641,1.0
1641,0.6488083,0.18785624,3.2113652e-11,15.59387,1.6775562,5.2712555,0.0
1642,0.3931634,0.22628035,0.907567,1.6533767,3.7546299,5.2813168,0.0
1643,0.07822468,0.12879494,2.6554601e-14,1.9693509,3.4923446,5.284702,0.0
1644,0.24424858,0.33410057,0.0154538015,51.276558,1.7910923,5.2791595,1.0
1645,0.28242838,0.38432845,0.729088,1.0926363,3.2522507,5.265253,0.0
1646,0.79501885,0.10289744,0.7132743,310.96606,1.6541357,5.277452,1.0
1647,0.06231171,0.28669828,0.0,77.119156,3.8700285,5.275599,0.0
1648,0.16247253,0.3822259,0.90653247,0.80817723,3.0853932,5.2734694,0.0
1649,0.025732126,0.26138103,0.34449735,43.368248,1.4020346,5.2703247,1.0
1650,0.51631975,0.2623192,0.43780997,1.094417,3.1599483,5.2701426,0.0
1651,0.7371903,0.2766074,4.0340268e-08,0.9018664,2.3754377,5.2644587,0.0
1652,0.512527,0.31212112,0.50855726,0.39852187,2.3538072,5.2677326,0.0
1653,0.64154226,0.30997047,0.26366687,225.6133,1.4687984,5.2809863,1.0
1654,0.14084162,0.27606726,1.404438e-35,7.475166,2.716299,5.267673,0.0
1655,0.7580551,0.38185412,0.8217338,1.0108125,2.4615011,5.2741003,0.0
1656,0.2405673,0.27401033,0.8700859,140.40282,1.6193792,5.2787395,1.0
1657,0.0028574436,0.28247598,0.8877154,206.7167,1.2685117,5.273104,1.0
1658,0.67455846,0.32136694,0.001015508,0.58871657,2.298137,5.267207,0.0
1659,0.21453765,0.30401462,-1.0,95.16029,3.051367,5.2691364,0.0
1660,0.19635536,0.3398132,0.88029855,0.8321697,2.2844536,5.2669115,0.0
1661,0.19488163,0.40444598,0.54821074,0.6425944,3.3388796,5.273411,0.0
1662,0.6690442,0.19320573,0.5880964,4.506776,1.8919625,5.2775273,1.0
1663,0.08652478,0.29224458,0.7503735,1.8910244,3.148124,5.2845044,0.0
1664,0.76774645,0.0881056,0.7113821,220.4365,2.467105,5.2801023,1.0
1665,0.7273061,0.26150072,0.5948759,75.27199,2.979221,5.262169,0.0
1666,0.657841,0.21243596,0.7694079,155.184,1.3111464,5.2739816,1.0
1667,0.5830685,0.29413873,0.3159017,16.5237,1.3814596,5.272373,0.0
1668,0.2970073,0.3815207,0.5414715,1.9501963,2.6907027,5.28293,0.0
1669,0.054834083,0.18860364,0.38760707,764.2007,2.3452382,5.279499,1.0
1670,0.64705086,0.37021145,0.73445356,147.86264,3.7625077,5.2761292,0.0
1671,0.48192626,0.17910652,0.07159561,28.454477,1.8540229,5.2791085,1.0
1672,0.5534085,0.20598155,0.9741147,0.30641624,1.9457597,5.264665,0.0
1673,0.33250576,0.20123935,0.52867514,77.29913,2.3033154,5.277977,1.0
1674,0.58338934,0.4294138,0.18373883,941.4859,3.9135106,5.2762103,0.0
1675,0.0073855743,0.29370508,0.66817313,0.74457633,2.043135,5.289025,0.0
1676,0.7418014,0.41927174,0.0,0.7871978,3.695115,5.2770224,0.0
1677,0.30964535,0.17879649,0.12784514,1.7978983,1.6361419,5.27646,1.0
1678,0.56390566,0.18715721,0.778974,115.55524,1.4127991,5.2809553,1.0
1679,0.18887453,0.22382128,0.90212077,299.73795,1.5129586,5.2769065,1.0
1680,0.38831922,0.14139283,0.5120272,6.8263807,2.5903983,5.2799444,1.0
1681,0.19852684,0.1827739,5.7572966e-18,43.123787,2.6494932,5.273246,0.0
1682,0.33075878,0.3691647,0.4393259,67.15475,3.0204365,5.279648,0.0
1683,0.0066457847,0.06648269,0.7220926,1.1183583,2.8443594,5.263257,0.0
1684,0.21846898,0.2711902,1.6885082e-27,0.22816187,3.5426729,5.2830353,0.0
1685,0.83575433,0.123613216,0.8354266,375.0156,2.499666,5.2760262,1.0
1686,0.32127666,0.23382095,0.54157615,303.35223,1.103862,5.2768493,1.0
1687,0.5606163,0.049001284,0.8857528,31.383303,3.324539,5.275728,1.0
1688,0.32170638,0.20752133,0.6552759,26.29442,1.3357315,5.2823005,1.0
1689,0.20427878,0.27790987,0.71591127,44.986767,1.4397414,5.276508,1.0
1690,0.17730664,0.23973262,0.40442827,132.5901,3.6899061,5.282635,1.0
1691,0.8654474,0.1709478,0.42327243,50.10381,1.7596135,5.28182,0.0
1692,0.1536477,0.118525684,5.964169e-05,1.319508,2.606823,5.272123,0.0
1693,0.34690845,0.30912888,0.955646,0.055437133,2.3183753,5.2843976,0.0
1694,0.8750639,0.28822306,0.65951395,635.07605,1.9031968,5.2674646,0.0
1695,0.49624634,0.2542907,0.87530214,669.3139,1.2591393,5.274516,1.0
1696,0.65756726,0.28017563,0.0,1.1105405,3.081765,5.260246,0.0
1697,0.6133049,0.158382,0.91832757,20.22994,1.621991,5.278697,1.0
1698,0.846177,0.3889526,9.997948e-39,2.7453957,3.6115663,5.268437,0.0
1699,0.1131221,0.3438863,0.71480846,218.2778,1.2540566,5.2826777,1.0
1700,0.5571861,0.12603717,1.979474e-14,5.254899,3.021073,5.2738233,0.0
1701,0.7421477,0.24342494,0.0,55.6949,3.2939909,5.2617702,0.0
1702,0.89303666,0.29641572,0.0,15.486511,1.8178918,5.2658744,0.0
1703,0.31275815,0.22497152,9.536022e-31,35.64533,2.1394506,5.278273,1.0
1704,0.4323243,0.23703612,0.3129141,272.11032,1.8035249,5.2790656,1.0
1705,0.41129977,0.15640673,1.7431972e-08,299.4244,1.2584532,5.275518,1.0
1706,0.5045834,0.34202722,0.6782305,1.0264022,3.538532,5.2750072,0.0
1707,0.9007892,0.31074622,0.34940335,5.2080617,1.7425827,5.2814593,1.0
1708,0.8279011,0.10709762,0.7937711,1.4215515,2.3169699,5.272945,0.0
1709,0.46608663,0.1364575,4.2610367e-07,816.9061,1.3944118,5.277563,1.0
1710,0.8077114,0.3220917,0.2236604,53.07413,1.6174017,5.2762065,1.0
1711,0.24931972,0.09611048,0.0,62.51608,3.8164186,5.2808323,0.0
1712,0.7248282,0.28184092,0.0,47.807507,2.460493,5.2740145,0.0
1713,0.4421567,0.22160129,0.08904441,180.06245,1.8899053,5.2748394,1.0
1714,0.21884473,0.16577968,0.53218836,0.8019876,2.5579717,5.276583,0.0
1715,0.03612791,0.39842734,0.84290236,947.9775,1.2138015,5.2778006,1.0
1716,0.6352824,0.26700217,3.0380891e-09,254.24188,2.4781728,5.280983,0.0
1717,0.44907895,0.24361634,2.8533954e-16,0.7753588,2.1815398,5.2777934,0.0
1718,0.58518004,0.22871086,0.82251275,118.43234,2.7336302,5.277766,0.0
1719,0.6175664,0.41259366,0.0046430747,1.8207843,3.2410533,5.2604547,0.0
1720,0.34432343,0.2977315,3.662077e-14,7.2631855,2.6045516,5.2834225,0.0
1721,0.7095649,0.47883323,0.6065433,128.35149,2.679838,5.263699,0.0
1722,0.77640843,0.48146978,0.095143564,1.6024152,3.1123185,5.270936,0.0
1723,0.84306985,0.35689938,0.6784985,0.57132614,3.469853,5.281345,0.0
1724,0.6624022,0.28043434,0.97564185,0.47252613,3.831097,5.266871,0.0
1725,0.6542289,0.16379167,0.37285125,157.22359,1.4806216,5.2699394,1.0
1726,0.030685605,0.19416326,8.38e-43,39.819477,2.389417,5.276763,1.0
1727,0.71931607,0.24654411,0.29136252,139.50381,1.3714505,5.2826,1.0
1728,0.8302752,0.40984482,0.0,30.516954,3.3491004,5.2761574,0.0
1729,0.6078409,0.3506688,0.2798308,0.64074695,3.235966,5.2784734,0.0
1730,0.065036885,0.34761143,0.039668664,2.0261273,3.3976543,5.2647085,0.0
1731,0.36238202,0.20822494,0.2815544,199.38715,1.6118883,5.2832737,1.0
1732,0.75890243,0.34101173,0.00018631668,4.064321,2.8954751,5.2748966,0.0
1733,0.0629691,0.16649134,0.18643682,110.83241,1.3359212,5.2769117,1.0
1734,0.64815056,0.4367551,0.99474394,153.67506,1.8471594,5.2656937,0.0
1735,0.054954365,0.21502176,0.07534232,1.3656414,3.2630868,5.2662334,0.0
1736,0.3261084,0.26787245,0.44196594,156.05716,1.4699706,5.27779,1.0
1737,0.62854826,0.32107016,0.9232909,1.0468817,3.0756567,5.2689195,0.0
1738,0.21345255,0.10198821,0.13792668,97.092636,1.7315589,5.2787633,1.0
1739,0.07288774,0.33694056,0.7137471,0.9505422,3.6228302,5.276346,0.0
1740,0.40548643,0.20691644,0.5366576,208.80142,1.5218371,5.2769356,1.0
1741,0.07038567,0.33578897,0.2820009,27.477383,3.0777383,5.272467,0.0
1742,0.785504,0.27723357,0.012766374,0.6701739,2.5562615,5.2763815,0.0
1743,0.014021583,0.35154426,0.024922583,1.0734792,2.7168236,5.265603,0.0
1744,0.09932391,0.26891172,0.6575412,379.8288,1.4660214,5.279611,1.0
1745,0.2838712,0.25941524,0.96262556,443.1349,2.7429388,5.278281,1.0
1746,0.45493495,0.1932034,0.0,213.01607,1.7637539,5.280859,1.0
1747,0.66567254,0.3509938,0.7705242,1.378522,2.3265939,5.283629,0.0
1748,0.09159653,0.35587853,0.03379284,0.87822485,2.5729606,5.2658978,0.0
1749,0.025551371,0.37170333,0.019856758,154.65202,1.177404,5.282661,1.0
1750,0.53691244,0.37332937,0.21642682,1198.8882,1.2549055,5.2753243,1.0
1751,0.0030104755,0.35669303,0.0,15.628157,2.0812933,5.279086,0.0
1752,0.6104735,0.26861927,0.0014222863,1.7911876,3.3833447,5.272597,0.0
1753,0.12950875,0.16826975,0.83434737,223.45116,1.5798889,5.2706265,1.0
1754,0.012968281,0.25661898,0.24475586,57.278954,1.4508953,5.278713,1.0
1755,0.10748678,0.30950361,0.91330343,177.5352,1.3012054,5.2767015,1.0
1756,0.28435066,0.19628204,0.5432637,263.87616,1.6527977,5.276216,1.0
1757,0.56139576,0.25311366,0.80149525,130.6465,2.2522187,5.274822,1.0
1758,0.15691458,0.18852788,0.9375969,426.2265,1.4600897,5.2783,1.0
1759,0.61927044,0.23981799,0.17980976,246.70763,1.2908559,5.2830734,1.0
1760,0.79699636,0.3716794,0.0330194,1.64747,2.9835348,5.2876296,0.0
1761,0.53572774,0.13462852,0.52573484,196.99557,1.769233,5.2800465,1.0
1762,0.22222456,0.36346874,-1.0,3.1259074,2.1082876,5.271298,0.0
1763,0.1157428,0.10381069,0.29581645,133.94472,3.372255,5.2755394,1.0
1764,0.5526735,0.25301957,0.5130134,0.19894226,1.5740983,5.276222,0.0
1765,0.18475775,0.324703,0.9590454,0.6146667,2.7672439,5.270812,0.0
1766,0.32315126,0.27544266,0.0076122344,337.19885,2.1843374,5.2725997,1.0
1767,0.764643,0.10409974,0.40098068,0.5271958,3.0745485,5.270598,0.0
1768,0.121904366,0.27548614,2.4105748e-07,8.406588,2.0165262,5.26583,0.0
1769,0.25039363,0.2370173,3.1995134e-07,511.54922,3.4740157,5.2808466,1.0
