,cosTBz,R2,chiProb,Ks_distChi,m_KSpipi_norm,Mbc_norm,isSignal
106,0.58723927,0.26565418,0.8559368,184.13773999999998,0.16268615353455773,0.6290177068605806,1.0
107,0.75221163,0.23816095,0.41563928,38.263785999999996,0.10446916604591046,0.5710866491618133,1.0
108,0.34656313,0.34560892,0.5608456,278.00995,0.7287931452562832,0.8931192351713558,0.0
109,0.5839904,0.0886561,0.00031705826,1154.6853,0.25517507084969315,0.6794048340402737,1.0
110,0.17032348,0.34451076,0.9693290000000001,710.5804400000001,0.10335800259708729,0.6039453309095759,1.0
111,0.3438437,0.30395907,0.9428315,14.280120000000002,0.09714185149367036,0.7033259274220711,1.0
112,0.27815497,0.2331908,0.12817845,13.015736,0.05788911142354037,0.8096344172894377,1.0
113,0.24986722,0.32590526,0.38260007,53.700790000000005,0.8482250773786572,0.5719383289571374,1.0
114,0.4381397,0.36350042,0.08341039,1.2710576,0.32704407331532254,0.22369218339728633,0.0
115,0.15618104,0.34075338,0.37342808,2.1468227000000004,0.6237625604886308,0.2992796068134483,0.0
116,0.3252509,0.17670919,0.21588355,86.25876600000001,0.4800424431298369,0.4771191005184267,1.0
117,0.4218476,0.21220493,0.61160415,924.2836,0.17409183460874342,0.701184945802202,1.0
118,0.5135414,0.21014011,0.2782334,320.9222,0.1337801816304109,0.7642698444758982,1.0
119,0.034791585,0.22190984,0.7655574,96.7772,0.08341583845375565,0.6650676630983846,1.0
120,0.2272969,0.34765163,0.7250939000000001,163.75822,0.07816313710865094,0.6801420588433182,1.0
121,0.07900178,0.23387726,0.25756526,292.2509,0.2244787726137752,0.728943647747954,1.0
122,0.30290788,0.11236699,0.57156855,143.61798000000002,0.8280359078267827,0.711011243519824,1.0
123,0.7917947,0.32818390000000003,0.5875906999999999,1.3202876000000001,0.9075620779572418,0.13009156399379634,0.0
124,0.29843447,0.18694162,0.016841194,6.095306,0.31370622059789116,0.5593987746583388,1.0
125,0.14931808,0.2943815,0.7427448,10.816335,0.4642013658636516,0.12868107453037947,0.0
126,0.5018692,0.2849145,0.6721826999999999,244.80064,0.07759001301054154,0.7267555376018486,1.0
127,0.39978215,0.38323534,0.8300863000000002,0.51889515,0.569620644442791,0.7830741264391292,0.0
128,0.53751916,0.11785643,0.9122379999999999,292.18462999999997,0.21469634166819943,0.7586851141183705,1.0
129,0.7129739,0.29530162,0.42219615,1.8525325000000001,0.7119214927624842,0.14150339998656544,0.0
130,0.67181516,0.10935139999999999,0.38368183,174.54411000000002,0.8562025894991352,0.7240961421935007,1.0
131,0.49795738,0.3165777,0.8624049000000001,0.15273918,0.6781863784001726,0.4671783478085253,0.0
132,0.61180854,0.13606125,0.0002759039,162.10178,0.25264683508119495,0.5691274490002071,1.0
133,0.8268443999999999,0.18511365,0.95934063,284.6666,0.0603182751459493,0.7634147983572331,1.0
134,0.21174107,0.19760062,0.19918498,39.78986,0.1661061318629791,0.8093987746583463,1.0
135,0.72546196,0.27329636,1.0495288e-17,63.548280000000005,0.29326904142287924,0.13377768800916867,0.0
136,0.08223249,0.19242218,0.8255379,103.91728,0.26602482500070057,0.6837844206557655,1.0
137,0.44535103,0.33983108,0.124547146,0.7288119000000001,0.5114432920489206,0.8209789268161337,0.0
138,0.6064758000000001,0.111091204,0.78918666,40.600964000000005,0.2635749807339861,0.5351949101191839,1.0
139,0.65419674,0.26978004,0.0393603,3.7690992,0.09533125257977236,0.5862115397562943,1.0
140,0.10457797,0.3448392,0.10812739,1.2747053999999998,0.6584249415021463,0.17649633070760476,0.0
141,0.30233708,0.19865501,0.030698892000000002,546.2099,0.23766442405672633,0.9476873358917223,1.0
142,0.8608764000000001,0.27346495,0.97879386,1033.9389999999999,0.916554725505943,0.845876253955438,0.0
143,0.38079304,0.24344842,0.5151183,386.7853,0.08350333065030204,0.6105837204604975,1.0
144,0.28105468,0.2612778,0.8633776,44.935474,0.09351309067470952,0.5325287820642436,1.0
145,0.11420276,0.38130707,0.0,191.05379,0.5232252397789863,0.6871002491079301,0.0
146,0.5338742,0.31704333,0.7573474,0.33163682,0.5065320236659487,0.873863865885689,0.0
147,0.42161793,0.23504859,0.045632027,154.99466999999999,0.09487524500874756,0.6986972328822433,1.0
148,0.003356202,0.2367857,0.009014006,1.0078576,0.761090004647317,0.17946879418299083,0.0
149,0.55692637,0.3422417,0.0038232135,1.5377040000000002,0.39625981529543725,0.05448730896113852,0.0
150,0.60109055,0.15829262,0.46184529999999996,248.22527000000002,0.35242340047208753,0.5846159025112736,1.0
151,0.83192086,0.37254894,0.00038008169999999996,1.6497015,0.5837754571145607,0.2506227698108025,0.0
152,0.49322233,0.22520549999999998,0.30980828,179.17198,0.5064834134032333,0.13291590924394117,0.0
153,0.2901968,0.10106409,0.69469345,243.41081,0.07521714806883727,0.7401770686056817,1.0
154,0.6463656999999999,0.27742937,0.00020801423999999998,56.282104000000004,0.33777256855404303,0.7584326398707533,1.0
155,0.21518026,0.38265944,0.0,0.46962982,0.713614284751764,0.012253416818159729,0.0
156,0.34127384,0.21480136,0.0,1.5879623999999999,0.835562370685796,0.30635898471690204,0.0
157,0.67696905,0.26703188,0.19922748,2.320368,0.7259541050707846,0.21975358513432672,0.0
158,0.006240936999999999,0.42616034,0.47259206,151.47496,0.6877578928991953,0.49107924325051566,0.0
159,0.43370600000000004,0.37263435,0.018184273,1.6405413,0.6574543680965543,0.07998384164817952,0.0
160,0.21947797,0.13577639,0.0047995903999999995,1.1632022,0.48598770734638524,0.820507641553891,0.0
161,0.42706359999999993,0.203816,0.8409661,407.44202,0.15961457490701844,0.6569379923247884,1.0
162,0.37501752,0.25062683,3.9335077e-18,769.4865,0.04563888587537344,0.8432303238403047,1.0
163,0.49461526,0.17657492,0.29101622,83.93558,0.12125935163073003,0.7252171278529677,1.0
164,0.8666298000000001,0.23721416,0.7774203000000001,15.001442,0.28844498280109904,0.7309466101124554,1.0
165,0.6584076,0.23291753,0.7782972,34.272285,0.20502402912925277,0.48778024641487683,1.0
166,0.13829675,0.18997076,0.32492909999999997,177.6848,0.6432732889367969,0.1521780111762003,0.0
167,0.41727227,0.32418096,0.97985744,556.7232,0.8953800448563829,0.7048071096748423,1.0
168,0.42194560000000003,0.33955327,0.0,1.9739091,0.9004060761384834,0.2738369352992658,0.0
169,0.52314717,0.17955193,0.07290399,269.46472,0.08978020535498067,0.7246549518615637,1.0
170,0.42786583,0.31996855,0.055327494000000005,5.701954,0.8696487718659488,0.7552009695010978,0.0
171,0.7683338000000001,0.37822282,0.57638735,1.0721828000000002,0.7830856934912992,0.2550225543661312,0.0
172,0.08276938,0.25139463,0.63144976,0.76872164,0.4891180952911155,0.2595670908234199,0.0
173,0.32542350000000003,0.41059452,3.1257909999999997e-06,77.48415,0.23241278968962842,0.588096680805235,1.0
174,0.38937876,0.20580037,0.34796163,49.509033,0.22565753225749108,0.7270585066990132,1.0
175,0.053295225,0.3235229,1.02671636e-16,372.97385,0.7775479834915909,0.9185686393321307,0.0
176,0.6062462,0.14274293,1.0004314000000001e-07,232.34566,0.4299335470406596,0.7993099037231438,0.0
177,0.6781794,0.2411873,0.3647253,244.87287999999998,0.2638869462741112,0.6686191341816705,1.0
178,0.55882686,0.33487186,0.77475435,0.3925861,0.17407928192631206,0.21585874907426228,0.0
179,0.6392005999999999,0.23075517,0.0004902265499999999,1.0687708999999999,0.8564851189989586,0.4541641419242029,0.0
180,0.24323656,0.25401115,5.1782256e-19,14.726524,0.12205195938115158,0.6182252743553551,1.0
181,0.709929,0.2018551,0.58984053,295.46387000000004,0.18040288399134138,0.5896451895240196,1.0
182,0.38114655,0.17423661,0.3763019,0.9862291,0.4482002105147607,0.515249444556649,0.0
183,0.17381021,0.30443109999999995,0.78874266,184.44,0.07522524454900555,0.43908974617920943,1.0
184,0.37764686,0.2532272,0.040099416,323.9145,0.24994408564519482,0.46318588837273705,1.0
185,0.20260786,0.2749768,0.052123968,152.26277,0.09118262241791722,0.7893018245472291,1.0
186,0.12506130000000001,0.36490744,0.43644422,555.384,0.3189617462965429,0.5075203662560008,0.0
187,0.26414198,0.26825544,0.87445056,648.0762,0.7326976571265547,0.06909378576720043,0.0
188,0.51433593,0.2641053,0.05531098,119.91578,0.8155640019068781,0.491627953948705,0.0
189,0.4235225,0.3466916,0.0,1.0020930000000001,0.8156108234123469,0.7865414394398462,0.0
190,0.5182201,0.46348590000000006,1.1453708e-17,280.73862,0.3122708841252783,0.09223725846630935,0.0
191,0.7960100999999999,0.22496383,0.8877624,307.2737,0.08194984205430433,0.7516326668013161,1.0
192,0.75282633,0.12788378,0.27915782,8.406948,0.8647455371997331,0.7159159765703871,1.0
193,0.18660829999999998,0.32934356,0.9880038000000001,756.2221,0.039477433085651215,0.6331717498148546,1.0
194,0.50507873,0.127881,0.493871,838.83527,0.8118860031910804,0.6880226216926084,1.0
195,0.23684269,0.26727307,0.02516244,344.36422999999996,0.053919639421686615,0.6124183666599506,1.0
196,0.10815811,0.40227643,0.0,39.6263,0.4481257417262368,0.09784555308692529,0.0
197,0.62101436,0.34155965,0.80184937,1.8650726000000002,0.52966523659186,0.27752979196123045,0.0
198,0.3366372,0.25656247,0.5090073,652.2127,0.34899306618066017,0.693142799434456,1.0
199,0.72364396,0.21268058,0.40165374,329.78806000000003,0.27346272868516086,0.5703898202383528,1.0
200,0.0043565463,0.21678825,0.5876321,66.0648,0.13358721551973488,0.7118090621423194,1.0
201,0.26737761,0.25933677,0.27517805,68.6107,0.06258055095543334,0.6845755066316686,1.0
202,0.21014783,0.18350835,0.6507428000000001,91.30481,0.08334447645413336,0.6496330707601468,1.0
203,0.38270184,0.18688668,0.6789162,0.36923128,0.38574725757624206,0.5221605062950246,0.0
204,0.39020377,0.37634873,0.50338745,357.90582,0.7733541009095705,0.7778899885545197,0.0
205,0.68460107,0.10451866,0.19426078,728.0263,0.17009035326668973,0.727654345923379,1.0
206,0.24753379999999997,0.13286678,0.38638827,849.3601,0.237422847683335,0.6341681815121685,1.0
207,0.4393443,0.15312727,0.062116355,80.61841,0.23394126706588175,0.8172759711842655,1.0
208,0.57810205,0.2811877,3.521993e-06,0.66836226,0.7833326675181361,0.3042718642698615,0.0
209,0.030536043,0.45952561,0.3959123,84.78844000000001,0.6202917437963624,0.09342893691510074,0.0
210,0.37257808,0.36579490000000003,2.99635e-24,330.18192,0.7274762433424102,0.5899818218541758,0.0
211,0.7693791999999999,0.24127965,0.9994497999999999,18.503216000000002,0.06580467605621956,0.5994075270989094,1.0
212,0.13182104,0.33571276,0.9007050999999999,0.8490411,0.8739504819900545,0.44708139769743804,0.0
213,0.41500240000000005,0.14624077,0.36279570000000005,0.8163728,0.8473096730123509,0.1844071904665755,0.0
214,0.5511885999999999,0.33189315,0.7877629,464.0329,0.9048835238166281,0.7368545075068949,0.0
215,0.7788915,0.16213942,0.30257526,215.88692999999998,0.4985521892992212,0.6636706389281825,1.0
216,0.62254465,0.30390513,0.76946753,1.0403956,0.45212292377455765,0.45167642900424415,0.0
217,0.24579544,0.18913192,7.0154047e-09,111.46377,0.39786546028693726,0.27663098363967026,0.0
218,0.59736484,0.24413103,0.0,80.67577,0.6264842958568083,0.5567562108664867,0.0
219,0.23122087,0.3689378,0.80319756,82.49484,0.05760404000552449,0.7952164545882908,1.0
220,0.6433564,0.37410223,2.787578e-05,0.9594731,0.6225729427746116,0.4320675957718954,0.0
221,0.016908193000000002,0.23758392,0.066209294,112.36232,0.14369347429033336,0.6767656365717327,1.0
222,0.036611073,0.26204437,0.51778126,364.9297,0.34773764102899485,0.7552682959671411,1.0
223,0.8643871,0.1675055,0.13636312,329.4033,0.29356566130873196,0.7584898673668631,1.0
224,0.33559576,0.45871709999999993,5.629301999999999e-12,177.1485,0.5453939045868725,0.3323772975156434,0.0
225,0.26762128,0.09894154,1.9478101e-11,2.6722581,0.6593115374622726,0.3130344038241563,0.0
226,0.94603467,0.34999523,0.9259206,0.7573936,0.33626150802466315,0.5156534033528783,0.0
227,0.19126873,0.102172956,0.03627007,3.6213142999999994,0.6102985219310584,0.6360162930047765,0.0
228,0.14579478,0.20113623,1.3255252e-13,486.21225,0.11899481633840828,0.668023294957245,1.0
229,0.24059694,0.40032437,0.67472297,4.0944057,0.0658165697228233,0.6727731771359744,1.0
230,0.11375444400000001,0.34206167,0.8420648000000001,843.6425,0.09839360498572466,0.7156130074732524,1.0
231,0.14684123,0.22704232,0.3292604,50.46477,0.6703906605030067,0.7808355214435065,0.0
232,0.7758116999999999,0.19300658,0.60462564,0.91467637,0.8519815617413571,0.06973675351780245,0.0
233,0.68999964,0.19908069,0.20670956,391.1464,0.054069141869444046,0.7098060997778479,1.0
234,0.123725,0.08055946,0.27736372,236.37431,0.39697710695127075,0.6434390358850087,1.0
235,0.6358505,0.16811958,0.8964205,1.9382013999999999,0.5603231550012445,0.4899919208241002,0.0
236,0.60876757,0.21370775,0.8503870000000001,27.143041999999998,0.056243297848259974,0.7428903251868283,1.0
237,0.71030104,0.19842355,0.9692174000000001,0.5450221,0.6967258116635069,0.9264256379183028,0.0
238,0.07997832,0.19256082,0.13022777,1.5066113,0.2642322705677977,0.8247694068538222,0.0
239,0.68696785,0.39806658,0.9697374,1.9355857,0.8544356739200983,0.7832256109876816,0.0
240,0.8392985000000001,0.244819,0.74730045,146.10542,0.2286126847554796,0.6781458291254391,1.0
241,0.10014574,0.26214149999999997,0.78191704,96.03989399999999,0.8701683587734887,0.13824816535379192,0.0
242,0.21760541,0.33709762,0.021644484,1.763494,0.7754846049352314,0.13819767050427445,0.0
243,0.28353325,0.20939483,0.57191044,131.12941,0.14568489459465495,0.6573082878879961,1.0
244,0.8475645,0.4025739,0.0032778259999999997,66.44373,0.5368491367473219,0.46455261563319894,0.0
245,0.5386541,0.26063678,0.74169993,179.9591,0.2804158163924162,0.8183969568437325,1.0
246,0.8559254000000001,0.28508228,2.2389375e-10,1.249048,0.6184877036590347,0.09668080522453325,0.0
247,0.31719396,0.28336295,0.00791827,434.09865999999994,0.3065885672239609,0.5307008685114126,1.0
248,0.3733318,0.31637672,0.42021176,232.31711,0.7619663074078494,0.3516124688615031,0.0
249,0.70257175,0.33800453,0.0,1.8150529999999998,0.5402119376072685,0.8256682151753825,0.0
250,0.60610795,0.2330823,0.49177542,244.34796,0.10963509697370839,0.39231131757894194,1.0
251,0.6597309,0.24583313,0.00063588313,69.22981,0.3913947407838127,0.2844644179626943,0.0
252,0.002411876,0.23331790000000002,0.8245879999999999,207.00900000000001,0.2552130113323421,0.6887632128189941,1.0
253,0.39883175,0.23785053,0.0,20.640743,0.19523516493393103,0.15314414596377385,0.0
254,0.27738935,0.31155825,9.755485999999998e-25,2.3550687000000003,0.8439587030555957,0.8175452770484084,0.0
255,0.44675013,0.2659123,3.7361606e-06,3.693974,0.6290955048561778,0.48800242375275366,0.0
256,0.8774898000000001,0.38770777,0.9538593000000001,1.2681854,0.19627173406740583,0.8399077627415178,0.0
257,0.13130572,0.29215118,1.9000021e-08,4.304131,0.33441287448299817,0.40751699993268076,0.0
258,0.09516865,0.14265987,0.18764442,0.53717494,0.6826129249510579,0.014407863731243415,0.0
259,0.72737336,0.27828118,0.5214106,416.9079,0.22422228992999646,0.5112435198276462,1.0
260,0.3945953,0.36835500000000004,0.9020383,0.9420784,0.6662735689557602,0.9633070760115939,0.0
261,0.54314893,0.27243933,0.19368324,385.53888,0.17689566452002206,0.7919746852487917,1.0
262,0.15452765,0.28994608,0.16080497,2.462329,0.38379716697882577,0.5919679526021814,0.0
263,0.16225779,0.32958567,0.0037796337,4.338773000000001,0.6520539530609387,0.5875580690769492,0.0
264,0.33051366,0.26343720000000004,2.971077e-28,2.630513,0.7959190852835206,0.5182791355281747,0.0
265,0.16818973,0.33722475,0.27912298,277.4245,0.11027293014975141,0.4957045714670622,1.0
266,0.38139865,0.30875134,0.99558526,0.9639643,0.577780390130466,0.849222379317313,0.0
267,0.60725236,0.24252793,0.9185271,348.52448,0.12234271088796768,0.6820171009223854,0.0
268,0.5253024000000001,0.28647533,0.98119235,0.84876144,0.7706167374517657,0.9288695886353064,0.0
269,0.65815955,0.29199603,1.9219178e-06,1.2058098,0.5997296968128645,0.6677001279203033,0.0
270,0.78475153,0.3118837,0.29745555,1.0191567,0.8357952857083096,0.33220224870397286,0.0
271,0.12538585,0.31492972,0.0,1.4786913000000002,0.3054045668353297,0.46589914495388374,0.0
272,0.27749705,0.14433870000000001,0.50223964,130.05165,0.1481908493518375,0.5861913418164874,1.0
273,0.26976866,0.07831781,0.0,3.721914,0.27223303653247966,0.979263448461592,0.0
274,0.7403281,0.37861964,0.10392467,1.7711139999999999,0.7706364765448893,0.44691308153235987,0.0
275,0.40017182,0.14493218,0.31906855,60.077343000000006,0.08588877965614378,0.5381404430081407,1.0
276,0.6410373,0.30185324,0.02144166,1.8505679,0.7734382666452727,0.7531138490540873,0.0
277,0.71698505,0.28543097,0.6885496999999999,90.25135999999999,0.09161914194946741,0.7410287484010056,1.0
278,0.69500184,0.19998203,0.90947866,6.3402332999999995,0.08580954084829588,0.7104154042953984,1.0
279,0.05849733,0.24988918,0.9766126,1.1229208000000002,0.29954823837380756,0.5010435602235053,0.0
280,0.22993983,0.17999949,0.55512077,6.645457700000001,0.22424551239249457,0.6966437756682244,1.0
