,cosTBz,R2,chiProb,Ks_distChi,m_KSpipi_norm,Mbc_norm,isSignal
0,0.028581863,0.20947258,0.6013596,0.96307003,0.44688933388845464,0.11862923315153967,0.0
1,0.8298319,0.10425411,0.884023,277.51505,0.5402983000623962,0.5961893220225285,1.0
2,0.28660285,0.22250868,0.855498,40.544727,0.1146059592165231,0.7488049552279199,1.0
3,0.8693846,0.5107172000000001,0.24389917,1.6397680000000001,0.42767450354690156,0.5076752171278643,0.0
4,0.038354952000000005,0.27927820000000003,0.8999706000000001,968.7148,0.06638344886142308,0.44152696424965066,1.0
5,0.85496485,0.42200577,8.557034e-06,3.6802337,0.5088801912049693,0.7426647815256104,0.0
6,0.021378022000000003,0.13870753,0.8669806999999999,137.9458,0.04168127615841727,0.5683026997912825,1.0
7,0.42795786,0.27135596,0.00013033478000000002,365.2286,0.21003163934988525,0.6043762202921747,1.0
8,0.37852022,0.33656618,0.8071325,0.8919055,0.334208610958134,0.8412778563253506,0.0
9,0.12154133,0.27974948,0.12594937,22.53343,0.08335994763522997,0.5823234363428222,1.0
10,0.57805085,0.32942712,0.1196698,1.4078483999999998,0.5432429083071424,0.44112300545345123,0.0
11,0.5037187,0.13908729,0.82039994,0.8023173000000001,0.7122501847519491,0.6098767925671633,0.0
12,0.65583444,0.31537452,0.9780452,1.5635481000000002,0.40487045333604643,0.5223523867232208,0.0
13,0.7215531999999999,0.37599897,0.0,71.27253,0.4466317528449635,0.034646199421009466,0.0
14,0.23536277,0.16316056,0.047362695999999996,1.1727823999999998,0.79772215258796,0.47560762135597495,0.0
15,0.35451350000000004,0.38464797,0.08649802,1.5104064,0.6061702584964479,0.5310206692251029,0.0
16,0.22683124,0.059475932,0.3092368,89.33414499999999,0.18434414383943062,0.63478085235306,1.0
17,0.051253072999999996,0.23000671,1.2775365999999998e-05,1.1041328000000001,0.42830433438789467,0.2563556183936014,0.0
18,0.13411903,0.25554723,0.9240337,0.7700421,0.7982349924286927,0.23759509863329537,0.0
19,0.10641033,0.29728416,0.11905828,39.00432,0.3456598582695456,0.48122601494649436,0.0
20,0.30970759999999997,0.31227395,6.7249986e-36,42.630802,0.10489021439636396,0.2761967279337603,1.0
21,0.5646472,0.27375165,0.81739944,0.24358363,0.5380117348124076,0.4893624183666829,0.0
22,0.4284495,0.28469807,0.80503887,28.024628000000003,0.19343683626710967,0.5480037702820955,1.0
23,0.4050303,0.40615305,3.062754e-36,0.61397547,0.8087105824981274,0.1844745169326187,0.0
24,0.6005734,0.18075286,0.031076202,170.64075,0.08860182229173767,0.4014172221100152,1.0
25,0.058672617999999996,0.12327962,0.3122658,0.8768604,0.6753797241353469,0.8978219888238191,0.0
26,0.7572547,0.20959692,0.0028064497999999998,462.93564000000003,0.6109308946902435,0.06217599138223246,0.0
27,0.83953375,0.28124213,0.54319805,87.12765999999999,0.09820572271143348,0.7035447384366965,1.0
28,0.197828,0.10902525,1.0544791399999999e-10,6.2702007,0.43582775322141837,0.27752979196123045,0.0
29,0.14408661,0.30999990000000005,2.4021531e-36,34.32954,0.14241200232262283,0.35635898471689154,1.0
30,0.52299243,0.24504355,0.48360947,1.6732630000000002,0.5731846648021123,0.13917727058509252,0.0
31,0.58203924,0.2815193,0.035195302000000005,0.37791693,0.576339750149526,0.19026459301149748,0.0
32,0.011233388,0.14283225,0.94582176,341.17328,0.25921700321088204,0.5536356291658294,1.0
33,0.009447401999999999,0.25053739999999997,0.9183479999999999,196.12697,0.05520986688539303,0.6406550865145078,1.0
34,0.49848178,0.35923332,0.36626956,33.513435,0.13937632436683725,0.5964619942099227,1.0
35,0.5185358,0.31286305,0.31685665,181.18941999999998,0.08116181603297018,0.4299131488588117,1.0
36,0.47296435,0.03198708,0.14650181,2.212965,0.5809504759333852,0.10879283646401419,0.0
37,0.21014977,0.26408899999999996,0.95197004,620.3513,0.097263832185197,0.5387564801723433,1.0
38,0.020445703,0.2729838,0.0,7.539994,0.33487666471713057,0.9293139433111498,0.0
39,0.30234542,0.33542547,0.9034552,330.30997,0.06948025838064935,0.5860432235911863,1.0
40,0.6602611999999999,0.19605944,0.90763104,87.21351,0.8113931534971194,0.3428600282771119,0.0
41,0.68577015,0.21520236,0.5970969,12.698226,0.1159617744459333,0.8108126304450444,1.0
42,0.15129565,0.20015055,2.8652585e-05,1.0289154,0.9510513797296583,0.14347269911804528,0.0
43,0.16648236,0.20996273,0.7745877,1091.6954,0.09346774410942628,0.6351309499764308,1.0
44,0.0625327,0.2359383,0.35655043,189.1432,0.24420848260695627,0.39322022487040564,1.0
45,0.19381955,0.253841,0.06636637,0.4232885,0.7262339357438856,0.42752305931463663,0.0
46,0.5233703,0.17730407,0.6652519,21.164692000000002,0.3792610668920208,0.6877970780313906,1.0
47,0.8135667,0.22565733,0.0065174117000000005,17.339346,0.6459638622708388,0.38708341749143726,0.0
48,0.764777,0.25416479999999997,0.43957654,21.764421,0.1999370859556541,0.6908806301757151,1.0
49,0.23579787,0.32807246,0.9064222,122.73531000000001,0.5874270324338404,0.5886958863529119,0.0
50,0.56114346,0.27227494,0.061782457,168.6938,0.04434354319357625,0.6531441459637888,1.0
51,0.05071048,0.26757535,2.2685187e-08,270.82266,0.8419697932877607,0.40453107116408005,0.0
52,0.2939105,0.28364409999999995,0.9370815999999998,495.77905,0.15642666429504654,0.7991988150542054,1.0
53,0.47834358,0.39412528,0.74033433,0.80361307,0.6801815017458114,0.4802060189860623,0.0
54,0.5474325,0.24132839,0.6195071,0.6843106,0.8291819677327649,0.10361543122602697,0.0
55,0.5237832,0.33809638,0.22092529999999996,2.3390942000000003,0.3295417119203945,0.04445566552210569,0.0
56,0.9791127000000001,0.21987642,0.008560029,1.2459185,0.676982952735479,0.6599676832963142,0.0
57,0.2563006,0.3608555,0.6095973000000001,0.75218683,0.7169062257193856,0.2001413855786967,0.0
58,0.37632087,0.3748103,0.69397885,4.248695400000001,0.6243726522365004,0.15795798828517557,0.0
59,0.47318465,0.3127208,0.04440094,225.82224,0.12403804479543981,0.44593684777488285,1.0
60,0.42220935,0.38474354,0.6862629,1.1935138,0.4433577622132187,0.6093045176058858,0.0
61,0.42360193,0.33226514,0.6675962,141.27036999999999,0.22836718566882847,0.7311990843600725,1.0
62,0.32037228,0.35143813,0.19115797,97.51026,0.051776457186770077,0.6102033259274161,1.0
63,0.58863103,0.36216873,0.88418245,1.4651322,0.3767459800583694,0.232599474853571,0.0
64,0.17795026,0.15433191,0.34787065,152.56166000000002,0.1500051199253467,0.6293206759577152,1.0
65,0.030132432,0.31923905,0.956686,0.6749022,0.7348008590679276,0.4439709149666843,0.0
66,0.09028591,0.18414265,0.80024326,162.11536,0.19035926373370946,0.6167777553356355,1.0
67,0.62273645,0.039289013,2.5e-44,3.0563195,0.855295250231291,0.4122534168181956,0.0
68,0.54463685,0.26213062,0.9470850000000001,188.12645,0.09422715001481691,0.5244395071702912,1.0
69,0.15259339,0.20017086,0.9125972,272.6771,0.17918922789046624,0.6776745438631965,1.0
70,0.6894629,0.34327376,0.06690845,91.4635,0.2726633424862263,0.7278327610583906,0.0
71,0.8594295,0.31252828,0.26099214,1.0184264,0.5390440046521496,0.03898202383357618,0.0
72,0.14427131,0.21196122,0.35416543,0.38064933,0.638658671821384,0.6508314818555005,0.0
73,0.88780093,0.18607962,0.44772965,188.77126,0.3511017599205968,0.7517168248838552,1.0
74,0.4309982,0.22582482,0.86448914,1.4167739,0.2893909215674197,0.15858749074262277,0.0
75,0.5242846,0.35178667,0.8089943,1.1123503000000001,0.7589371568469281,0.7765097960008134,0.0
76,0.15010928,0.26740128,0.92155004,703.5938,0.2500616101344584,0.6238638658856815,1.0
77,0.22554374,0.2687481,0.21440914,274.12997,0.07658347616978378,0.7772705850669761,1.0
78,0.27798533,0.118586056,0.9170370999999999,409.71555,0.134148226279298,0.5367501514845607,1.0
79,0.038561273,0.34990248,0.6367975,5.541971,0.18132845603041695,0.7726721874368887,1.0
80,0.8446466999999999,0.15114343,0.8556681999999999,465.35717999999997,0.212474767931499,0.7775297919612155,1.0
81,0.69630533,0.23836495,0.0,2.0831131999999997,0.8698457548350029,0.12932067595773017,0.0
82,0.57111967,0.26589918,0.32233974,7.949565,0.1117969199420355,0.8798895845956891,1.0
83,0.8038183000000001,0.31780538,2.2792957e-33,13.354641,0.7993172533262176,0.03894836060055458,0.0
84,0.88456887,0.24065623,0.40818322,49.408737,0.43218336431283066,0.5704571467043661,1.0
85,0.5826336999999999,0.22270088,0.10279719,2.3624382,0.6099526955300745,0.4317982899077525,0.0
86,0.17129628,0.20982586,3.6433058000000005e-11,3.9680185,0.5317149641060753,0.9576314549249348,0.0
87,0.8143766,0.21494693,0.0032120133,357.68924,0.055118922701177894,0.6670908234026631,1.0
88,0.6245504,0.22372216,0.4011745,374.25888,0.15269606983986136,0.6859994613882702,1.0
89,0.52194244,0.27751570000000003,0.91137207,338.36154,0.24765977987804375,0.6240153504342638,1.0
90,0.34389517,0.175799,0.0,2.0255141,0.6997826408891893,0.539621625260912,0.0
91,0.14619094,0.12634505,4.289104299999999e-34,202.63678000000002,0.15840992535578774,0.6703359590655033,1.0
92,0.15263268,0.27292284,0.93486345,460.19266,0.19425872314930231,0.5152831077896706,1.0
93,0.0880658,0.2774394,0.3396681,199.68849,0.4370061049029555,0.8002592068942215,1.0
94,0.29534224,0.26490942,0.7871771,1.8913971,0.733821624311458,0.2873156937992385,0.0
95,0.6892795,0.23409313,0.7151535,0.35081014,0.647507151812361,0.631892546960213,0.0
96,0.42093137,0.24931161,0.027429616,42.372173,0.22409870877145993,0.8417154783545417,1.0
97,0.44923353,0.21967632,6.1785745e-06,3.035609,0.6122278378390508,0.10588433313139009,0.0
98,0.17301983,0.27289,0.6200944,153.41052,0.7459788658645148,0.5811620548037414,0.0
99,0.4718865,0.21165429,0.48180649999999997,1.0034561,0.5488081400630817,0.42620009425706995,0.0
100,0.63972974,0.27262083,0.20748672,1.1191626000000001,0.7254346123083631,0.5266949437824098,0.0
101,0.058351642999999995,0.39825484,0.6410918999999999,0.6204786,0.8254512163690495,0.16735003029691753,0.0
102,0.65528107,0.3370623,0.8564193000000001,1.3798757,0.6849520859404339,0.5233622837137494,0.0
103,0.055137873,0.29297470000000003,0.7143598000000001,1.6666439,0.19919930204575148,0.8103884737090379,1.0
104,0.27715042,0.22628418,0.013926745,0.5510071,0.30828252033636555,0.7823772975156688,0.0
105,0.39907503,0.13047725,0.8178523,213.20972000000003,0.11793012919628727,0.676418905271673,1.0
