,R_cosTBz,R_R2,R_chiProb,R_Ks_distChi,R_m_KSpipi,R_Mbc,isSignal
0,0.04428044280442804,0.46063960639606394,0.5774907749077494,0.0,0.916359163591635,0.001845018450184502,0.0
1,0.9378843788437876,0.07380073800738006,0.8474784747847484,0.6285362853628538,0.9409594095940947,0.37269372693726943,1.0
2,0.3788437884378845,0.518450184501845,0.8087330873308739,0.12792127921279214,0.41697416974169743,0.8536285362853628,1.0
3,0.9612546125461245,0.9993849938499382,0.30873308733087323,0.0,0.9102091020910201,0.14821648216482164,0.0
4,0.055350553505535055,0.7699876998769987,0.8708487084870854,0.9612546125461252,0.19311193111931121,0.06396063960639607,1.0
5,0.9575645756457556,0.9963099630996307,0.0012300123001230013,0.0,0.9360393603936028,0.8327183271832719,0.0
6,0.030135301353013528,0.16543665436654367,0.8321033210332108,0.3622386223862239,0.06888068880688808,0.28905289052890526,1.0
7,0.5387453874538745,0.7484624846248462,0.0012300123001230013,0.7466174661746618,0.6728167281672813,0.40159901599015996,1.0
8,0.48769987699877004,0.9243542435424353,0.7552275522755234,0.0,0.8474784747847475,0.9710947109471094,0.0
9,0.15744157441574413,0.7699876998769987,0.2220172201722017,0.055965559655596554,0.2896678966789668,0.3253382533825338,1.0
10,0.7103321033210329,0.9145141451414514,0.2158671586715867,0.0,0.9409594095940947,0.06396063960639607,0.0
11,0.6365313653136531,0.16543665436654367,0.7724477244772454,0.0,0.96371463714637,0.41574415744157445,0.0
12,0.8001230012300123,0.8769987699876999,0.9655596555965564,0.0,0.9022140221402207,0.17220172201722017,0.0
13,0.8659286592865928,0.9760147601476015,0.0012300123001230013,0.23370233702337026,0.916359163591635,0.0006150061500615006,0.0
14,0.31180811808118086,0.2558425584255843,0.16236162361623616,0.0,0.9760147601475998,0.09778597785977862,0.0
15,0.46186961869618703,0.9840098400984009,0.2023370233702337,0.0,0.9526445264452631,0.19188191881918817,0.0
16,0.29643296432964333,0.010455104551045511,0.36039360393603936,0.2552275522755228,0.6217712177121768,0.507380073800738,1.0
17,0.07441574415744158,0.5448954489544896,0.0012300123001230013,0.0,0.9126691266912661,0.007380073800738008,0.0
18,0.17773677736777366,0.6592865928659286,0.8960639606396069,0.0,0.9760147601475998,0.005535055350553505,0.0
19,0.14575645756457564,0.8290282902829028,0.2158671586715867,0.12792127921279214,0.8610086100861005,0.10947109471094713,0.0
20,0.402829028290283,0.8690036900369004,0.0012300123001230013,0.12792127921279214,0.39544895448954487,0.010455104551045513,1.0
21,0.6998769987699875,0.7484624846248462,0.7724477244772454,0.0,0.9397293972939718,0.12361623616236164,0.0
22,0.5387453874538745,0.7829028290282902,0.7552275522755234,0.0916359163591636,0.6377613776137758,0.22632226322263221,1.0
23,0.514760147601476,0.9938499384993847,0.0012300123001230013,0.0,0.9778597785977843,0.003075030750307503,0.0
24,0.7343173431734316,0.3284132841328414,0.14083640836408365,0.45141451414514144,0.32779827798277983,0.04120541205412055,1.0
25,0.07749077490774908,0.1223862238622386,0.3640836408364084,0.0,0.9594095940959395,0.9913899138991387,0.0
26,0.8966789667896676,0.46063960639606394,0.0012300123001230013,0.8277982779827798,0.9532595325953246,0.0006150061500615006,0.0
27,0.9428044280442796,0.7699876998769987,0.5258302583025832,0.2552275522755228,0.36162361623616235,0.7244772447724478,1.0
28,0.2644526445264453,0.07995079950799507,0.0012300123001230013,0.0,0.9138991389913891,0.010455104551045513,0.0
29,0.18819188191881916,0.8690036900369004,0.0012300123001230013,0.0916359163591636,0.5141451414514144,0.020910209102091026,1.0
30,0.657441574415744,0.6125461254612546,0.4846248462484625,0.0,0.9477244772447712,0.001845018450184502,0.0
31,0.7146371463714635,0.7829028290282902,0.15559655596555966,0.0,0.9489544895448941,0.003075030750307503,0.0
32,0.010455104551045511,0.17773677736777369,0.9305043050430509,0.7220172201722018,0.7583025830258301,0.24354243542435425,1.0
33,0.010455104551045511,0.6389913899138991,0.8874538745387459,0.4981549815498155,0.11131611316113163,0.5307503075030751,1.0
34,0.6328413284132841,0.9618696186961869,0.40405904059040587,0.0916359163591636,0.5043050430504304,0.37269372693726943,1.0
35,0.652521525215252,0.8690036900369004,0.3640836408364084,0.474169741697417,0.2896678966789668,0.05719557195571957,1.0
36,0.5947109471094709,0.0012300123001230013,0.24784747847478472,0.0,0.9489544895448941,0.001845018450184502,0.0
37,0.2761377613776138,0.7170971709717097,0.9384993849938504,0.8899138991389915,0.36162361623616235,0.2091020910209102,1.0
38,0.030135301353013528,0.7484624846248462,0.0012300123001230013,0.0,0.8474784747847475,0.9950799507995076,0.0
39,0.3972939729397295,0.9243542435424353,0.8708487084870854,0.7078720787207873,0.21771217712177124,0.33579335793357934,1.0
40,0.8050430504305044,0.3954489544895449,0.8806888068880694,0.2552275522755228,0.9778597785977843,0.019065190651906525,0.0
41,0.8302583025830258,0.4883148831488314,0.5707257072570728,0.055965559655596554,0.41697416974169743,0.9501845018450186,1.0
42,0.1974169741697417,0.40836408364083643,0.0012300123001230013,0.0,0.9969249692496905,0.001845018450184502,0.0
43,0.2226322263222632,0.46063960639606394,0.7275522755227558,0.9753997539975395,0.34317343173431736,0.507380073800738,1.0
44,0.08610086100861009,0.5744157441574417,0.4022140221402214,0.4981549815498155,0.7355473554735545,0.03813038130381305,1.0
45,0.25768757687576876,0.6592865928659286,0.18696186961869618,0.0,0.9643296432964314,0.05658056580565807,0.0
46,0.657441574415744,0.31365313653136534,0.6334563345633459,0.055965559655596554,0.8868388683886834,0.6660516605166051,1.0
47,0.9329643296432957,0.5307503075030751,0.0012300123001230013,0.055965559655596554,0.9569495694956935,0.03382533825338254,0.0
48,0.9009840098400981,0.6592865928659286,0.44649446494464945,0.055965559655596554,0.6439114391143909,0.6795817958179582,1.0
49,0.31180811808118086,0.9145141451414514,0.8806888068880694,0.33825338253382536,0.9489544895448941,0.35116851168511687,0.0
50,0.6949569495694955,0.7484624846248462,0.17958179581795816,0.45141451414514144,0.08241082410824109,0.5615006150061501,1.0
51,0.07134071340713408,0.7330873308733087,0.0012300123001230013,0.6285362853628538,0.9827798277982762,0.04182041820418205,0.0
52,0.3874538745387455,0.7829028290282902,0.9212792127921284,0.8462484624846249,0.5547355473554734,0.9323493234932351,1.0
53,0.6051660516605164,0.9895448954489543,0.7047970479704802,0.0,0.9594095940959395,0.10947109471094713,0.0
54,0.6777367773677735,0.5940959409594097,0.5910209102091024,0.0,0.9821648216482147,0.001845018450184502,0.0
55,0.657441574415744,0.9323493234932348,0.29520295202952024,0.0,0.8437884378843785,0.0006150061500615006,0.0
56,0.0,0.49938499384993845,0.11193111931119311,0.0,0.9594095940959395,0.5768757687576876,0.0
57,0.34132841328413294,0.9618696186961869,0.5848708487084874,0.0,0.96371463714637,0.003075030750307503,0.0
58,0.48769987699877004,0.9760147601476015,0.6586715867158675,0.0,0.9557195571955706,0.001845018450184502,0.0
59,0.5947109471094709,0.8690036900369004,0.16236162361623616,0.5565805658056581,0.461869618696187,0.06519065190651907,1.0
60,0.530750307503075,0.9840098400984009,0.6531365313653139,0.0,0.916359163591635,0.41574415744157445,0.0
61,0.5344403444034439,0.9182041820418203,0.6334563345633459,0.3923739237392374,0.705412054120541,0.8007380073800738,1.0
62,0.416359163591636,0.9514145141451414,0.2712177121771217,0.2847478474784748,0.0922509225092251,0.41574415744157445,1.0
63,0.7244772447724476,0.966789667896679,0.8474784747847484,0.0,0.8868388683886834,0.004305043050430504,0.0
64,0.23308733087330874,0.21156211562115623,0.3929889298892989,0.4175891758917589,0.5375153751537514,0.49200492004920054,1.0
65,0.04428044280442804,0.8880688806888068,0.9384993849938504,0.0,0.9643296432964314,0.06396063960639607,0.0
66,0.12300123001230014,0.3456334563345634,0.7552275522755234,0.4175891758917589,0.6303813038130378,0.4489544895448955,1.0
67,0.7546125461254611,0.004920049200492005,0.0012300123001230013,0.0,0.9846248462484607,0.05043050430504306,0.0
68,0.6777367773677735,0.7011070110701106,0.9305043050430509,0.4981549815498155,0.34317343173431736,0.18142681426814267,1.0
69,0.1974169741697417,0.40836408364083643,0.8874538745387459,0.6285362853628538,0.6033210332103318,0.6420664206642067,1.0
70,0.8345633456334564,0.9409594095940959,0.18696186961869618,0.2552275522755228,0.7884378843788437,0.7884378843788438,0.0
71,0.9587945879458786,0.8690036900369004,0.32164821648216474,0.0,0.9397293972939718,0.0006150061500615006,0.0
72,0.18819188191881916,0.47416974169741694,0.4022140221402214,0.0,0.9569495694956935,0.54920049200492,0.0
73,0.9704797047970469,0.3456334563345634,0.45079950799507995,0.4981549815498155,0.8634686346863465,0.8536285362853628,1.0
74,0.5418204182041819,0.5307503075030751,0.8321033210332108,0.0,0.8081180811808117,0.001845018450184502,0.0
75,0.657441574415744,0.956949569495695,0.7656826568265689,0.0,0.9692496924969234,0.9083640836408365,0.0
76,0.1974169741697417,0.7330873308733087,0.8960639606396069,0.9059040590405905,0.7460024600246,0.465559655596556,1.0
77,0.29643296432964333,0.7330873308733087,0.2921279212792127,0.6285362853628538,0.2681426814268143,0.9083640836408365,1.0
78,0.365928659286593,0.10147601476014759,0.8874538745387459,0.7890528905289054,0.488929889298893,0.2091020910209102,1.0
79,0.055350553505535055,0.9514145141451414,0.6002460024600249,0.0,0.6131611316113158,0.9034440344403445,1.0
80,0.9471094710947101,0.19926199261992622,0.8087330873308739,0.8357933579335793,0.6795817958179579,0.9083640836408365,1.0
81,0.8364083640836408,0.5744157441574417,0.0012300123001230013,0.0,0.9864698646986452,0.001845018450184502,0.0
82,0.7035670356703565,0.7170971709717097,0.3708487084870849,0.0,0.4059040590405904,0.9852398523985237,1.0
83,0.9268142681426808,0.8880688806888068,0.0012300123001230013,0.055965559655596554,0.9760147601475998,0.0006150061500615006,0.0
84,0.9698646986469854,0.5940959409594097,0.4317343173431734,0.1697416974169742,0.9138991389913891,0.28905289052890526,1.0
85,0.7146371463714635,0.518450184501845,0.2091020910209102,0.0,0.9532595325953246,0.05719557195571957,0.0
86,0.22570725707257072,0.46063960639606394,0.0012300123001230013,0.0,0.9391143911439103,0.9981549815498151,0.0
