,R_cosTBz,R_R2,R_chiProb,R_Ks_distChi,R_m_KSpipi,R_Mbc,isSignal
87,0.9329643296432957,0.4883148831488314,0.0012300123001230013,0.7367773677736779,0.11131611316113163,0.6020910209102092,1.0
88,0.7564575645756456,0.518450184501845,0.4268142681426814,0.7619926199261994,0.5455104551045509,0.6660516605166051,1.0
89,0.657441574415744,0.7595325953259532,0.8806888068880694,0.7220172201722018,0.7355473554735545,0.465559655596556,1.0
90,0.44895448954489553,0.3013530135301353,0.0012300123001230013,0.0,0.9618696186961855,0.2091020910209102,0.0
91,0.19372693726937268,0.1223862238622386,0.0012300123001230013,0.517220172201722,0.5547355473554734,0.6137761377613776,1.0
92,0.1974169741697417,0.7484624846248462,0.9083640836408369,0.8277982779827798,0.6377613776137758,0.15990159901599016,1.0
93,0.11808118081180813,0.7595325953259532,0.3880688806888069,0.517220172201722,0.9145141451414506,0.9409594095940961,1.0
94,0.3874538745387455,0.7170971709717097,0.7398523985239859,0.0,0.9643296432964314,0.010455104551045513,0.0
95,0.8302583025830258,0.5596555965559656,0.678966789667897,0.0,0.9569495694956935,0.49200492004920054,0.0
96,0.530750307503075,0.6273062730627307,0.14083640836408365,0.12792127921279214,0.7004920049200489,0.9710947109471094,1.0
97,0.5664206642066419,0.49938499384993845,0.0012300123001230013,0.0,0.9532595325953246,0.001845018450184502,0.0
98,0.22939729397293973,0.7484624846248462,0.5910209102091024,0.4175891758917589,0.9680196801968004,0.3253382533825338,0.0
99,0.5947109471094709,0.47416974169741694,0.4846248462484625,0.0,0.9415744157441562,0.05658056580565807,0.0
100,0.7779827798277982,0.7484624846248462,0.28659286592865924,0.0,0.9643296432964314,0.18142681426814267,0.0
101,0.07749077490774908,0.9901599015990158,0.6119311193111934,0.0,0.9815498154981532,0.001845018450184502,0.0
102,0.8001230012300123,0.9243542435424353,0.8204182041820424,0.0,0.9594095940959395,0.17220172201722017,0.0
103,0.07749077490774908,0.8204182041820418,0.678966789667897,0.0,0.6439114391143909,0.9501845018450186,1.0
104,0.365928659286593,0.5307503075030751,0.11193111931119311,0.0,0.8302583025830257,0.9120541205412055,0.0
105,0.5055350553505535,0.15006150061500614,0.7724477244772454,0.535670356703567,0.4311193111931119,0.6420664206642067,1.0
106,0.720172201722017,0.7170971709717097,0.8204182041820424,0.474169741697417,0.5627306273062729,0.49200492004920054,1.0
107,0.8905289052890526,0.5744157441574417,0.4317343173431734,0.12792127921279214,0.39544895448954487,0.28905289052890526,1.0
108,0.4538745387453875,0.9471094710947109,0.5467404674046743,0.6285362853628538,0.9643296432964314,0.9907749077490772,0.0
109,0.720172201722017,0.04551045510455105,0.0012300123001230013,0.9815498154981545,0.7539975399753995,0.6420664206642067,1.0
110,0.22570725707257072,0.9409594095940959,0.9575645756457569,0.9077490774907749,0.3769987699876999,0.38499384993849944,1.0
111,0.44895448954489553,0.8493234932349324,0.9212792127921284,0.055965559655596554,0.36162361623616235,0.7244772447724478,1.0
112,0.365928659286593,0.5596555965559656,0.23185731857318573,0.055965559655596554,0.14022140221402216,0.9501845018450186,1.0
113,0.3259532595325954,0.9052890528905289,0.4138991389913899,0.1697416974169742,0.9840098400983992,0.28905289052890526,1.0
114,0.5492004920049199,0.966789667896679,0.2023370233702337,0.0,0.841943419434194,0.0036900369003690036,0.0
115,0.2060270602706027,0.9323493234932348,0.4102091020910209,0.0,0.9544895448954476,0.011685116851168515,0.0
116,0.424969249692497,0.31365313653136534,0.29520295202952024,0.2552275522755228,0.9298892988929879,0.10393603936039363,1.0
117,0.530750307503075,0.47416974169741694,0.5848708487084874,0.9532595325953258,0.5940959409594093,0.7244772447724478,1.0
118,0.6463714637146369,0.46063960639606394,0.33394833948339475,0.6968019680196803,0.488929889298893,0.8819188191881919,1.0
119,0.05043050430504305,0.518450184501845,0.7214022140221408,0.2847478474784748,0.2896678966789668,0.6020910209102092,1.0
120,0.29643296432964333,0.9471094710947109,0.6931119311193116,0.45141451414514144,0.2681426814268143,0.6543665436654367,1.0
121,0.11008610086100862,0.5596555965559656,0.32164821648216474,0.6611316113161133,0.7004920049200489,0.8007380073800738,1.0
122,0.3972939729397295,0.08425584255842557,0.5492004920049203,0.3923739237392374,0.9821648216482147,0.7478474784747847,1.0
123,0.9188191881918814,0.9145141451414514,0.5608856088560888,0.0,0.9926199261992601,0.001845018450184502,0.0
124,0.3936039360393605,0.3622386223862239,0.13099630996309963,0.0,0.8327183271832717,0.25830258302583026,1.0
125,0.1974169741697417,0.8204182041820418,0.7047970479704802,0.0,0.9249692496924959,0.001845018450184502,0.0
126,0.6365313653136531,0.7964329643296433,0.6439114391143914,0.5910209102091022,0.2681426814268143,0.7884378843788438,1.0
127,0.5092250922509225,0.9809348093480934,0.7816728167281679,0.0,0.9464944649446482,0.9120541205412055,0.0
128,0.669741697416974,0.10147601476014759,0.8874538745387459,0.6611316113161133,0.6795817958179579,0.8720787207872078,1.0
129,0.8567035670356703,0.8204182041820418,0.4397293972939729,0.0,0.96371463714637,0.001845018450184502,0.0
130,0.8154981549815499,0.08425584255842557,0.4138991389913899,0.474169741697417,0.9846248462484607,0.7884378843788438,1.0
131,0.6328413284132841,0.8880688806888068,0.8204182041820424,0.0,0.9594095940959395,0.0879458794587946,0.0
132,0.7472324723247231,0.15990159901599016,0.0012300123001230013,0.4175891758917589,0.7539975399753995,0.28905289052890526,1.0
133,0.9378843788437876,0.3456334563345634,0.9384993849938504,0.6469864698646988,0.16297662976629768,0.8769987699876999,1.0
134,0.28228782287822884,0.40836408364083643,0.2792127921279212,0.12792127921279214,0.5731857318573184,0.9501845018450186,1.0
135,0.8690036900369003,0.7484624846248462,0.0012300123001230013,0.20664206642066424,0.8154981549815498,0.001845018450184502,0.0
136,0.11008610086100862,0.3800738007380074,0.7816728167281679,0.2847478474784748,0.7730627306273061,0.6543665436654367,1.0
137,0.5590405904059039,0.9323493234932348,0.2220172201722017,0.0,0.9360393603936028,0.9612546125461255,0.0
138,0.7367773677736775,0.08425584255842557,0.7398523985239859,0.12792127921279214,0.7656826568265681,0.2011070110701107,1.0
139,0.8001230012300123,0.7330873308733087,0.15559655596555966,0.0,0.34317343173431736,0.33579335793357934,1.0
140,0.14022140221402213,0.9471094710947109,0.2134071340713407,0.0,0.9581795817958165,0.001845018450184502,0.0
141,0.3972939729397295,0.40836408364083643,0.14083640836408365,0.8696186961869621,0.718942189421894,0.9969249692496921,1.0
142,0.9587945879458786,0.7484624846248462,0.9655596555965564,0.9692496924969246,0.9944649446494446,0.9735547355473554,0.0
143,0.49077490774907756,0.6125461254612546,0.5079950799507996,0.7730627306273063,0.2896678966789668,0.41574415744157445,1.0
144,0.369618696186962,0.7011070110701106,0.8204182041820424,0.12792127921279214,0.34317343173431736,0.2011070110701107,1.0
145,0.15252152521525214,0.9809348093480934,0.0012300123001230013,0.4981549815498155,0.9372693726937258,0.6660516605166051,0.0
146,0.667281672816728,0.8880688806888068,0.7158671586715872,0.0,0.9360393603936028,0.9846248462484622,0.0
147,0.530750307503075,0.5596555965559656,0.16236162361623616,0.4175891758917589,0.34317343173431736,0.7097170971709718,1.0
148,0.0,0.5744157441574417,0.11193111931119311,0.0,0.9698646986469849,0.001845018450184502,0.0
149,0.6900369003690034,0.9409594095940959,0.0012300123001230013,0.0,0.8979089790897903,0.0006150061500615006,0.0
150,0.7343173431734316,0.23923739237392375,0.4661746617466175,0.5910209102091022,0.866543665436654,0.33579335793357934,1.0
151,0.9397293972939721,0.974169741697417,0.0012300123001230013,0.0,0.9489544895448941,0.006150061500615006,0.0
152,0.6211562115621155,0.5307503075030751,0.36039360393603936,0.474169741697417,0.9360393603936028,0.001845018450184502,0.0
153,0.3837638376383765,0.06519065190651906,0.6586715867158675,0.5781057810578106,0.24538745387453875,0.8327183271832719,1.0
154,0.7890528905289053,0.7595325953259532,0.0012300123001230013,0.1697416974169742,0.8499384993849934,0.8720787207872078,1.0
155,0.28228782287822884,0.9809348093480934,0.0012300123001230013,0.0,0.96371463714637,0.0006150061500615006,0.0
156,0.44895448954489553,0.4883148831488314,0.0012300123001230013,0.0,0.9821648216482147,0.012300123001230016,0.0
157,0.8204182041820419,0.7170971709717097,0.2792127921279212,0.0,0.9643296432964314,0.0036900369003690036,0.0
158,0.005535055350553505,0.9963099630996307,0.47970479704797053,0.4175891758917589,0.9594095940959395,0.12361623616236164,0.0
159,0.5418204182041819,0.974169741697417,0.13099630996309963,0.0,0.9581795817958165,0.0012300123001230013,0.0
160,0.29212792127921283,0.15990159901599016,0.0012300123001230013,0.0,0.9305043050430494,0.9612546125461255,0.0
161,0.5387453874538745,0.42558425584255843,0.7976629766297669,0.7890528905289054,0.5547355473554734,0.5768757687576876,1.0
162,0.48339483394833954,0.6389913899138991,0.0012300123001230013,0.9231242312423125,0.08241082410824109,0.9710947109471094,1.0
163,0.6279212792127921,0.31365313653136534,0.3480934809348093,0.2552275522755228,0.44710947109471094,0.7884378843788438,1.0
164,0.9612546125461245,0.5744157441574417,0.7337023370233708,0.055965559655596554,0.8081180811808117,0.8007380073800738,1.0
165,0.8050430504305044,0.5596555965559656,0.7337023370233708,0.0916359163591636,0.6635916359163588,0.11685116851168513,1.0
166,0.18265682656826565,0.3800738007380074,0.3708487084870849,0.474169741697417,0.9569495694956935,0.001845018450184502,0.0
167,0.5239852398523984,0.9052890528905289,0.9655596555965564,0.8739237392373926,0.9913899138991371,0.7361623616236163,1.0
168,0.530750307503075,0.9323493234932348,0.0012300123001230013,0.0,0.9920049200491986,0.010455104551045513,0.0
169,0.657441574415744,0.3284132841328414,0.1961869618696187,0.6285362853628538,0.32779827798277983,0.7884378843788438,1.0
170,0.5387453874538745,0.8880688806888068,0.17343173431734316,0.0,0.9864698646986452,0.8622386223862238,0.0
171,0.9040590405904055,0.9790897908979089,0.5547355473554738,0.0,0.9710947109471079,0.006765067650676507,0.0
172,0.11316113161131612,0.6389913899138991,0.596555965559656,0.0,0.9317343173431724,0.007380073800738008,0.0
173,0.424969249692497,0.9950799507995077,0.0012300123001230013,0.23370233702337026,0.7109471094710945,0.35116851168511687,1.0
174,0.49753997539975403,0.44710947109471094,0.3929889298892989,0.1697416974169742,0.7004920049200489,0.7884378843788438,1.0
175,0.07441574415744158,0.9052890528905289,0.0012300123001230013,0.7619926199261994,0.9710947109471079,0.9932349323493231,0.0
176,0.7367773677736775,0.17773677736777369,0.0012300123001230013,0.5781057810578106,0.9126691266912661,0.9323493234932351,0.0
177,0.8241082410824109,0.5940959409594097,0.40405904059040587,0.5910209102091022,0.7656826568265681,0.6137761377613776,1.0
178,0.6900369003690034,0.9243542435424353,0.7275522755227558,0.0,0.5940959409594093,0.003075030750307503,0.0
179,0.7779827798277982,0.5448954489544896,0.0012300123001230013,0.0,0.9846248462484607,0.07380073800738009,0.0
180,0.3191881918819189,0.6592865928659286,0.0012300123001230013,0.055965559655596554,0.44710947109471094,0.4489544895448955,1.0
181,0.8511685116851168,0.42558425584255843,0.5608856088560888,0.6611316113161133,0.6131611316113158,0.35116851168511687,1.0
182,0.49077490774907756,0.3013530135301353,0.4138991389913899,0.0,0.918819188191881,0.15990159901599016,0.0
183,0.22939729397293973,0.8493234932349324,0.7398523985239859,0.474169741697417,0.24538745387453875,0.06150061500615007,1.0
184,0.48769987699877004,0.6592865928659286,0.16236162361623616,0.6968019680196803,0.7460024600246,0.0836408364083641,1.0
185,0.2687576875768758,0.7595325953259532,0.17343173431734316,0.4175891758917589,0.32779827798277983,0.9206642066420665,1.0
186,0.16113161131611314,0.966789667896679,0.44649446494464945,0.8696186961869621,0.8351783517835176,0.14821648216482164,0.0
187,0.35178351783517847,0.7330873308733087,0.8413284132841333,0.894218942189422,0.9643296432964314,0.0006150061500615006,0.0
188,0.6463714637146369,0.7170971709717097,0.17343173431734316,0.33825338253382536,0.9778597785977843,0.12361623616236164,0.0
189,0.5344403444034439,0.9471094710947109,0.0012300123001230013,0.0,0.9778597785977843,0.917589175891759,0.0
190,0.652521525215252,0.9981549815498152,0.0012300123001230013,0.6469864698646988,0.8327183271832717,0.0012300123001230013,0.0
191,0.9218942189421888,0.518450184501845,0.8610086100861014,0.6795817958179583,0.2896678966789668,0.8536285362853628,1.0
192,0.8905289052890526,0.13591635916359163,0.33394833948339475,0.0,0.9858548585485837,0.7601476014760147,1.0
193,0.24784747847478475,0.9145141451414514,0.978474784747848,0.9188191881918819,0.05473554735547356,0.507380073800738,1.0
194,0.6365313653136531,0.13591635916359163,0.49138991389913905,0.93849938499385,0.9778597785977843,0.6660516605166051,1.0
195,0.31180811808118086,0.7330873308733087,0.14083640836408365,0.7220172201722018,0.11131611316113163,0.431119311193112,1.0
196,0.14575645756457564,0.9913899138991388,0.0012300123001230013,0.12792127921279214,0.918819188191881,0.0012300123001230013,0.0
197,0.7546125461254611,0.9409594095940959,0.7552275522755234,0.0,0.9391143911439103,0.010455104551045513,0.0
198,0.4366543665436655,0.6592865928659286,0.5018450184501846,0.896678966789668,0.8634686346863465,0.6949569495694957,1.0
199,0.8659286592865928,0.47416974169741694,0.4268142681426814,0.7078720787207873,0.7884378843788437,0.28905289052890526,1.0
200,0.005535055350553505,0.4883148831488314,0.5608856088560888,0.20664206642066424,0.488929889298893,0.7478474784747847,1.0
201,0.3579335793357935,0.6808118081180812,0.33394833948339475,0.20664206642066424,0.16297662976629768,0.6660516605166051,1.0
202,0.2761377613776138,0.3456334563345634,0.6168511685116854,0.2552275522755228,0.2896678966789668,0.54920049200492,1.0
203,0.49077490774907756,0.3622386223862239,0.6439114391143914,0.0,0.8929889298892983,0.17220172201722017,0.0
204,0.49753997539975403,0.9790897908979089,0.49692496924969254,0.7367773677736779,0.9710947109471079,0.9083640836408365,0.0
205,0.8271832718327183,0.07380073800738006,0.2792127921279212,0.9095940959409594,0.5830258302583023,0.7884378843788438,1.0
206,0.3259532595325954,0.15006150061500614,0.41697416974169743,0.939729397293973,0.718942189421894,0.507380073800738,1.0
207,0.555350553505535,0.21156211562115623,0.17958179581795816,0.23370233702337026,0.7109471094710945,0.9587945879458796,1.0
208,0.7103321033210329,0.7699876998769987,0.0012300123001230013,0.0,0.9710947109471079,0.012300123001230016,0.0
209,0.04428044280442804,0.9981549815498152,0.42127921279212793,0.2552275522755228,0.9544895448954476,0.0012300123001230013,0.0
210,0.48339483394833954,0.971709717097171,0.0012300123001230013,0.7078720787207873,0.9643296432964314,0.35116851168511687,0.0
211,0.9040590405904055,0.5940959409594097,0.990774907749078,0.055965559655596554,0.19311193111931121,0.37269372693726943,1.0
212,0.17220172201722014,0.9243542435424353,0.8708487084870854,0.0,0.9889298892988911,0.06519065190651907,0.0
213,0.520910209102091,0.1900369003690037,0.40405904059040587,0.0,0.9833948339483377,0.003075030750307503,0.0
214,0.6814268142681424,0.9182041820418203,0.7398523985239859,0.8357933579335793,0.9926199261992601,0.8234932349323494,0.0
215,0.9077490774907745,0.2558425584255843,0.35424354243542433,0.535670356703567,0.9348093480934798,0.5891758917589176,1.0
216,0.7546125461254611,0.8493234932349324,0.7275522755227558,0.0,0.9206642066420655,0.07011070110701108,0.0
217,0.3191881918819189,0.3622386223862239,0.0012300123001230013,0.3148831488314883,0.8979089790897903,0.010455104551045513,0.0
218,0.7324723247232471,0.6125461254612546,0.0012300123001230013,0.23370233702337026,0.9557195571955706,0.25830258302583026,0.0
219,0.30381303813038135,0.971709717097171,0.7552275522755234,0.2552275522755228,0.14022140221402216,0.92619926199262,1.0
220,0.7835178351783517,0.9760147601476015,0.0012300123001230013,0.0,0.9544895448954476,0.05719557195571957,0.0
221,0.02214022140221402,0.5744157441574417,0.18696186961869618,0.3148831488314883,0.5141451414514144,0.6420664206642067,1.0
222,0.055350553505535055,0.7011070110701106,0.5079950799507996,0.7466174661746618,0.8610086100861005,0.8622386223862238,1.0
223,0.9600246002460016,0.2687576875768758,0.24292742927429273,0.7078720787207873,0.8154981549815498,0.8720787207872078,1.0
224,0.4366543665436655,0.9981549815498152,0.0012300123001230013,0.474169741697417,0.9415744157441562,0.018450184501845025,0.0
225,0.3579335793357935,0.06519065190651906,0.0012300123001230013,0.0,0.9581795817958165,0.01476014760147602,0.0
226,0.9975399753997527,0.9514145141451414,0.8960639606396069,0.0,0.8499384993849934,0.15990159901599016,0.0
227,0.25338253382533826,0.07380073800738006,0.15559655596555966,0.0,0.9532595325953246,0.507380073800738,0.0
228,0.19372693726937268,0.42558425584255843,0.0012300123001230013,0.8419434194341944,0.4311193111931119,0.6020910209102092,1.0
229,0.31549815498154987,0.9901599015990158,0.6439114391143914,0.0,0.19311193111931121,0.6273062730627307,1.0
230,0.15252152521525214,0.9409594095940959,0.7976629766297669,0.93849938499385,0.36162361623616235,0.7601476014760147,1.0
231,0.19372693726937268,0.5307503075030751,0.3806888068880689,0.1697416974169742,0.958794587945878,0.9120541205412055,0.0
232,0.9077490774907745,0.3800738007380074,0.5774907749077494,0.0,0.9840098400983992,0.0006150061500615006,0.0
233,0.8345633456334564,0.40836408364083643,0.28659286592865924,0.7730627306273063,0.11131611316113163,0.7478474784747847,1.0
234,0.16113161131611314,0.032595325953259535,0.33394833948339475,0.5781057810578106,0.8979089790897903,0.5307503075030751,1.0
235,0.7755227552275522,0.2687576875768758,0.8708487084870854,0.0,0.9446494464944637,0.12361623616236164,0.0
236,0.7423124231242311,0.47416974169741694,0.8087330873308739,0.0916359163591636,0.14022140221402216,0.8327183271832719,1.0
237,0.8511685116851168,0.40836408364083643,0.9575645756457569,0.0,0.9618696186961855,0.9944649446494461,0.0
238,0.11008610086100862,0.3800738007380074,0.23185731857318573,0.0,0.7730627306273061,0.96309963099631,0.0
239,0.8302583025830258,0.9901599015990158,0.9575645756457569,0.0,0.9846248462484607,0.9120541205412055,0.0
